trial_id,gt_color,status,matched_color,bbox,sphere_positions,projected
31,red,SUCCESS,red,"[224, 270, 355, 406]","{'red': (0.6355452029652631, -0.12578040710989266, 0.1717993285155036), 'green': (0.49109141169183457, 0.08275908713482152, 0.13183820444346855), 'blue': (0.5750583927892672, -0.00010065238499354368, 0.14646294544171734), 'yellow': (0.5320737848521438, 0.08809589832351256, 0.17831717335914), 'black': (0.5461656992625648, -0.0865178405193498, 0.13984307695334172), 'pink': (0.5033399548892018, 0.05315224779911418, 0.17661008666159675)}","[{'color': 'red', 'id': 2, 'px': 247, 'py': 381, 'depth': 0.9761790223079924}, {'color': 'green', 'id': 3, 'px': 358, 'py': 332, 'depth': 0.9827521732231782}, {'color': 'blue', 'id': 4, 'px': 319, 'py': 361, 'depth': 0.9795006031263873}, {'color': 'yellow', 'id': 5, 'px': 364, 'py': 332, 'depth': 0.9803439869623256}, {'color': 'black', 'id': 6, 'px': 276, 'py': 351, 'depth': 0.9807404499381159}, {'color': 'pink', 'id': 7, 'px': 345, 'py': 322, 'depth': 0.9814033454213607}]"
32,pink,WRONG_MATCH,blue,"[236, 276, 335, 375]","{'red': (0.4745869343278739, -0.07018113379323253, 0.14719511437201271), 'green': (0.5559460733341147, 0.07333773403131516, 0.14905391867201756), 'blue': (0.5238455188880617, -0.03928602551567374, 0.19199382823389666), 'yellow': (0.6279154854735172, 0.06084991041948756, 0.193337056279585), 'black': (0.6488397558981038, -0.1206121252983634, 0.1523799253502967), 'pink': (0.5557859637343824, -0.12687987470075388, 0.13288756648267674)}","[{'color': 'red', 'id': 2, 'px': 287, 'py': 321, 'depth': 0.9829534214960817}, {'color': 'green', 'id': 3, 'px': 357, 'py': 352, 'depth': 0.9801643359338716}, {'color': 'blue', 'id': 4, 'px': 300, 'py': 324, 'depth': 0.9803196150550869}, {'color': 'yellow', 'id': 5, 'px': 355, 'py': 369, 'depth': 0.975871425082849}, {'color': 'black', 'id': 6, 'px': 250, 'py': 394, 'depth': 0.9761468358074188}, {'color': 'pink', 'id': 7, 'px': 256, 'py': 357, 'depth': 0.9805565800448951}]"
33,black,BBOX_OUTSIDE_FRAME,,"[369, 414, 345, 392]",,
34,black,WRONG_MATCH,yellow,"[225, 265, 299, 340]","{'red': (0.6007954854928147, 0.12398652837500132, 0.15654922496105228), 'green': (0.5035864764763078, 0.09247315843120271, 0.12144440410917869), 'blue': (0.47890786233844784, 0.020920798162103627, 0.18470665672797926), 'yellow': (0.5122996497600438, -0.1494857225646736, 0.1902989512330902), 'black': (0.5867233990603059, 0.06331497058234259, 0.132866815806151), 'pink': (0.5995626175509577, 0.11204955495794142, 0.15908621385695157)}","[{'color': 'red', 'id': 2, 'px': 387, 'py': 369, 'depth': 0.9781894862429789}, {'color': 'green', 'id': 3, 'px': 363, 'py': 340, 'depth': 0.982572607521799}, {'color': 'blue', 'id': 4, 'px': 329, 'py': 310, 'depth': 0.9820448426416025}, {'color': 'yellow', 'id': 5, 'px': 245, 'py': 320, 'depth': 0.9807787325326657}, {'color': 'black', 'id': 6, 'px': 353, 'py': 370, 'depth': 0.9793901305775154}, {'color': 'pink', 'id': 7, 'px': 380, 'py': 367, 'depth': 0.9781718544409914}]"
35,black,SUCCESS,black,"[236, 290, 315, 391]","{'red': (0.5318915687631898, -0.1009091212257525, 0.13452966822988216), 'green': (0.5945713168306648, -0.10009956186663393, 0.19249792256209874), 'blue': (0.48233320128456975, -0.01502025501355711, 0.17849241767280566), 'yellow': (0.6241274489749997, 0.11794380147184721, 0.16512184360178606), 'black': (0.6099839127928822, -0.10876335656394547, 0.17376164351690737), 'pink': (0.5649696407406177, -0.10505473869774838, 0.199849962016118)}","[{'color': 'red', 'id': 2, 'px': 270, 'py': 347, 'depth': 0.9813622314117791}, {'color': 'green', 'id': 3, 'px': 264, 'py': 353, 'depth': 0.9774467013328746}, {'color': 'blue', 'id': 4, 'px': 312, 'py': 314, 'depth': 0.9820649127676715}, {'color': 'yellow', 'id': 5, 'px': 386, 'py': 377, 'depth': 0.9769167080477413}, {'color': 'black', 'id': 6, 'px': 259, 'py': 367, 'depth': 0.9773026708851712}, {'color': 'pink', 'id': 7, 'px': 263, 'py': 338, 'depth': 0.9785114093176424}]"
36,blue,BBOX_OUTSIDE_FRAME,,"[354, 393, 298, 338]",,
37,red,BBOX_OUTSIDE_FRAME,,"[353, 395, 305, 351]",,
38,pink,BBOX_OUTSIDE_FRAME,,"[312, 352, 287, 327]",,
39,pink,GROUNDING_FAIL,,,,
40,green,BBOX_OUTSIDE_FRAME,,"[382, 430, 348, 398]",,
41,black,GROUNDING_FAIL,,,,
42,black,GROUNDING_FAIL,,,,
43,yellow,WRONG_MATCH,blue,"[221, 270, 348, 401]","{'red': (0.5944903528115741, 0.10860342786383351, 0.1794209488253797), 'green': (0.5533284616228455, 0.05722598949792593, 0.16523829286685127), 'blue': (0.6429326353312671, -0.12412698512529466, 0.19985522443543707), 'yellow': (0.5869948638462926, -0.021161819050040775, 0.19058299834656242), 'black': (0.5074737022065134, 0.06554717532188997, 0.19564843889811895), 'pink': (0.5095390922486069, -0.020366601697427517, 0.1201982859415682)}","[{'color': 'red', 'id': 2, 'px': 379, 'py': 358, 'depth': 0.9778227957279623}, {'color': 'green', 'id': 3, 'px': 349, 'py': 345, 'depth': 0.9798669977647522}, {'color': 'blue', 'id': 4, 'px': 245, 'py': 374, 'depth': 0.9749067287846037}, {'color': 'yellow', 'id': 5, 'px': 308, 'py': 350, 'depth': 0.9778331967288105}, {'color': 'black', 'id': 6, 'px': 352, 'py': 316, 'depth': 0.9808268591731525}, {'color': 'pink', 'id': 7, 'px': 310, 'py': 343, 'depth': 0.9824096850882035}]"
44,green,SUCCESS,green,"[273, 315, 361, 412]","{'red': (0.60648920148944, 0.10076393737274367, 0.19869660518827323), 'green': (0.6444795012063558, -0.04927877958516444, 0.1682461161804495), 'blue': (0.48113921345392674, 0.0839596400884664, 0.15324036694675097), 'yellow': (0.6379956102832887, 0.040969926846395804, 0.1606960232089308), 'black': (0.5464933322080222, -0.09621731353334383, 0.1569131069556665), 'pink': (0.6416218767001527, -0.08332100782656722, 0.15822910443596316)}","[{'color': 'red', 'id': 2, 'px': 377, 'py': 356, 'depth': 0.9767239311818501}, {'color': 'green', 'id': 3, 'px': 291, 'py': 386, 'depth': 0.9758589994493271}, {'color': 'blue', 'id': 4, 'px': 359, 'py': 322, 'depth': 0.9826285491224868}, {'color': 'yellow', 'id': 5, 'px': 343, 'py': 386, 'depth': 0.9764056101358504}, {'color': 'black', 'id': 6, 'px': 271, 'py': 345, 'depth': 0.9803253161437004}, {'color': 'pink', 'id': 7, 'px': 272, 'py': 388, 'depth': 0.9763098287923319}]"
45,pink,WRONG_MATCH,red,"[231, 271, 298, 338]","{'red': (0.4979327916597451, -0.14115724690489884, 0.18088963904334976), 'green': (0.632021100984958, 0.007284094225728233, 0.1898200991132517), 'blue': (0.6423661074568907, 0.0700753084500528, 0.16734778136623712), 'yellow': (0.5943206917862587, -0.09263066564560779, 0.1435889220972811), 'black': (0.4725570412078741, -0.04600451966839454, 0.14463831860795665), 'pink': (0.6236760487518703, -0.11131997016160933, 0.14168481710192538)}","[{'color': 'red', 'id': 2, 'px': 251, 'py': 318, 'depth': 0.9814929371479589}, {'color': 'green', 'id': 3, 'px': 324, 'py': 372, 'depth': 0.9757825285367968}, {'color': 'blue', 'id': 4, 'px': 360, 'py': 386, 'depth': 0.9759900267346916}, {'color': 'yellow', 'id': 5, 'px': 270, 'py': 370, 'depth': 0.9788081036940393}, {'color': 'black', 'id': 6, 'px': 298, 'py': 321, 'depth': 0.9830660209684072}, {'color': 'pink', 'id': 7, 'px': 258, 'py': 385, 'depth': 0.9776197594430464}]"
46,blue,WRONG_MATCH,pink,"[279, 322, 318, 363]","{'red': (0.5644543878897933, 0.11411929562335946, 0.17727228257231625), 'green': (0.5038727222996356, 0.07651612448687364, 0.17681190539004243), 'blue': (0.5386218571467234, 0.06454212169072238, 0.14414653261910845), 'yellow': (0.6018318503964506, 0.020620903849107447, 0.14958865555191364), 'black': (0.6204329393890502, -0.1082578998817558, 0.13067178332722013), 'pink': (0.568862285231738, -0.03521333567392616, 0.19601134437608614)}","[{'color': 'red', 'id': 2, 'px': 380, 'py': 345, 'depth': 0.979129347782688}, {'color': 'green', 'id': 3, 'px': 357, 'py': 322, 'depth': 0.9813805994957993}, {'color': 'blue', 'id': 4, 'px': 352, 'py': 346, 'depth': 0.9809095576343648}, {'color': 'yellow', 'id': 5, 'px': 331, 'py': 372, 'depth': 0.9783364970323226}, {'color': 'black', 'id': 6, 'px': 260, 'py': 387, 'depth': 0.9780697530515574}, {'color': 'pink', 'id': 7, 'px': 301, 'py': 341, 'depth': 0.9784533162720622}]"
47,blue,BBOX_OUTSIDE_FRAME,,"[356, 399, 334, 378]",,
48,blue,WRONG_MATCH,pink,"[213, 257, 360, 412]","{'red': (0.4516808218248233, -0.09871829614550819, 0.14196923463732122), 'green': (0.6342208462177146, 0.01944421795753551, 0.1570352824793413), 'blue': (0.4948268580345535, -0.005015003935247064, 0.16032688126515413), 'yellow': (0.6251442971357255, -0.0988941227102419, 0.168934005451724), 'black': (0.5105432306222408, -0.004851113561396503, 0.12276081051816307), 'pink': (0.6472459323459838, -0.14070789367646988, 0.17533525148312035)}","[{'color': 'red', 'id': 2, 'px': 275, 'py': 315, 'depth': 0.9837357450083998}, {'color': 'green', 'id': 3, 'px': 331, 'py': 385, 'depth': 0.9766937079282043}, {'color': 'blue', 'id': 4, 'px': 317, 'py': 324, 'depth': 0.9820424822914064}, {'color': 'yellow', 'id': 5, 'px': 263, 'py': 376, 'depth': 0.9767558942815584}, {'color': 'black', 'id': 6, 'px': 317, 'py': 342, 'depth': 0.9823243403905154}, {'color': 'pink', 'id': 7, 'px': 237, 'py': 385, 'depth': 0.9754955744090452}]"
49,green,GROUNDING_FAIL,,,,
50,pink,WRONG_MATCH,red,"[259, 300, 311, 355]","{'red': (0.5414028779602524, -0.07833599781559525, 0.18545865640690679), 'green': (0.6320593920673251, 0.021919190386226972, 0.19167183084743816), 'blue': (0.5827828292007831, 0.09968055566356096, 0.17076741316446983), 'yellow': (0.5395870692394944, -0.03972889059994483, 0.1460030451792725), 'black': (0.6389684185730794, 0.07335313415132269, 0.16938228002071193), 'pink': (0.5545458775724851, 0.017906512253055784, 0.19310019521995464)}","[{'color': 'red', 'id': 2, 'px': 279, 'py': 333, 'depth': 0.9798206541345045}, {'color': 'green', 'id': 3, 'px': 332, 'py': 372, 'depth': 0.9757215884960108}, {'color': 'blue', 'id': 4, 'px': 373, 'py': 356, 'depth': 0.9785565897170517}, {'color': 'yellow', 'id': 5, 'px': 300, 'py': 346, 'depth': 0.9808324202198815}, {'color': 'black', 'id': 6, 'px': 362, 'py': 383, 'depth': 0.9760901553215633}, {'color': 'pink', 'id': 7, 'px': 329, 'py': 336, 'depth': 0.9791142000030179}]"
51,green,BBOX_OUTSIDE_FRAME,,"[353, 392, 333, 375]",,
52,red,NO_PROJECTION_MATCH,,"[288, 326, 305, 344]","{'red': (0.4975854883233721, -0.02673294869188915, 0.1619614316597957), 'green': (0.5683706867395697, -0.08117897946736048, 0.12301085790247883), 'blue': (0.625355146535171, 0.07387598780256147, 0.18743218481403714), 'yellow': (0.5237501818768872, 0.1100202394716783, 0.17162968568868148), 'black': (0.6316937633308759, 0.04387272486669341, 0.15977781964923637), 'pink': (0.6354768310272023, -0.06116610085699728, 0.16543916853765492)}","[{'color': 'red', 'id': 2, 'px': 307, 'py': 325, 'depth': 0.981916892149727}, {'color': 'green', 'id': 3, 'px': 278, 'py': 365, 'depth': 0.9803311790607594}, {'color': 'blue', 'id': 4, 'px': 362, 'py': 370, 'depth': 0.9761803956996293}, {'color': 'yellow', 'id': 5, 'px': 374, 'py': 331, 'depth': 0.9808031760294181}, {'color': 'black', 'id': 6, 'px': 344, 'py': 383, 'depth': 0.9767282228351737}, {'color': 'pink', 'id': 7, 'px': 284, 'py': 383, 'depth': 0.976378946015906}]"
53,blue,WRONG_MATCH,pink,"[252, 300, 309, 352]","{'red': (0.6435350376825144, 0.10251879568944863, 0.1280311771004086), 'green': (0.59233515531693, 0.04249284254430158, 0.18651908673997736), 'blue': (0.5161470768525509, -0.09722546393219461, 0.16026857472754186), 'yellow': (0.46363364260896406, 0.09193575576558738, 0.17484143954402528), 'black': (0.6322678970467857, 0.02864352183998148, 0.1590357386592825), 'pink': (0.5373779591202243, -0.0787707238493301, 0.18970537545727809)}","[{'color': 'red', 'id': 2, 'px': 377, 'py': 400, 'depth': 0.9771306092456475}, {'color': 'green', 'id': 3, 'px': 343, 'py': 354, 'depth': 0.9777159285151846}, {'color': 'blue', 'id': 4, 'px': 272, 'py': 332, 'depth': 0.9813283493642398}, {'color': 'yellow', 'id': 5, 'px': 362, 'py': 308, 'depth': 0.9827367988664075}, {'color': 'black', 'id': 6, 'px': 336, 'py': 383, 'depth': 0.9767239713603285}, {'color': 'pink', 'id': 7, 'px': 279, 'py': 330, 'depth': 0.9798687798935337}]"
54,black,GROUNDING_FAIL,,,,
55,yellow,WRONG_MATCH,pink,"[248, 294, 328, 387]","{'red': (0.5771978914156524, -0.09827102591817921, 0.1377178006920569), 'green': (0.553577276772055, -0.09159211590874586, 0.1515334183462141), 'blue': (0.465626735165615, 0.0504987362063562, 0.1579059449635856), 'yellow': (0.5690942979168981, 0.013583801718816624, 0.1640523847695909), 'black': (0.6339022876779773, 0.11935865956655098, 0.1541305214466903), 'pink': (0.6239431941677975, -0.007655955906733236, 0.16682513146688255)}","[{'color': 'red', 'id': 2, 'px': 269, 'py': 364, 'depth': 0.9796379822123753}, {'color': 'green', 'id': 3, 'px': 273, 'py': 350, 'depth': 0.9801925170038723}, {'color': 'blue', 'id': 4, 'px': 343, 'py': 315, 'depth': 0.9830144813565859}, {'color': 'yellow', 'id': 5, 'px': 327, 'py': 352, 'depth': 0.9792862009703284}, {'color': 'black', 'id': 6, 'px': 387, 'py': 386, 'depth': 0.976795809625286}, {'color': 'pink', 'id': 7, 'px': 315, 'py': 376, 'depth': 0.9768743920527674}]"
56,pink,SUCCESS,pink,"[244, 286, 323, 365]","{'red': (0.5953499893046267, 0.05100692962163528, 0.17546566330705052), 'green': (0.6073922515304347, -0.006820335981324782, 0.13669634140426923), 'blue': (0.619263224963061, -0.006197411570281641, 0.1476493000945631), 'yellow': (0.5869313079565588, 0.11984621778238705, 0.14563904302331812), 'black': (0.631024299731324, -0.10254524733827163, 0.1482619002935766), 'pink': (0.5555197212819615, -0.10595261903711736, 0.16867678470692432)}","[{'color': 'red', 'id': 2, 'px': 347, 'py': 360, 'depth': 0.977896764468699}, {'color': 'green', 'id': 3, 'px': 316, 'py': 379, 'depth': 0.978454348398502}, {'color': 'blue', 'id': 4, 'px': 316, 'py': 381, 'depth': 0.9776432531927383}, {'color': 'yellow', 'id': 5, 'px': 383, 'py': 366, 'depth': 0.9790527727917169}, {'color': 'black', 'id': 6, 'px': 262, 'py': 386, 'depth': 0.9771016879179358}, {'color': 'pink', 'id': 7, 'px': 265, 'py': 345, 'depth': 0.9796978500158081}]"
57,blue,SUCCESS,blue,"[240, 277, 287, 326]","{'red': (0.48425168198836027, -0.0529956661370133, 0.1926892903949232), 'green': (0.5764102469495128, -0.09398327164280254, 0.17930665980943855), 'blue': (0.468154033869078, -0.12977488230343862, 0.18314316790739998), 'yellow': (0.46097956975678084, 0.09487763269764202, 0.16774700938360923), 'black': (0.4570505104551952, -0.12366737449177917, 0.12804570032327198), 'pink': (0.49840984889567286, -0.009187365321911722, 0.12968816897139743)}","[{'color': 'red', 'id': 2, 'px': 294, 'py': 309, 'depth': 0.9816959742254965}, {'color': 'green', 'id': 3, 'px': 269, 'py': 350, 'depth': 0.9785905644200981}, {'color': 'blue', 'id': 4, 'px': 258, 'py': 307, 'depth': 0.982424683391874}, {'color': 'yellow', 'id': 5, 'px': 363, 'py': 310, 'depth': 0.9829610342574344}, {'color': 'black', 'id': 6, 'px': 264, 'py': 322, 'depth': 0.9838416283296345}, {'color': 'pink', 'id': 7, 'px': 315, 'py': 335, 'depth': 0.9825668801106099}]"
58,red,NO_PROJECTION_MATCH,,"[348, 392, 369, 419]","{'red': (0.5182286576588491, -0.03039972188853536, 0.14892429862138512), 'green': (0.6307711046723273, 0.09124377475984191, 0.12545555514679171), 'blue': (0.4667484746678808, -0.09126826509085532, 0.12915934785820085), 'yellow': (0.536233061746687, 0.06430040120385036, 0.15237484709502302), 'black': (0.5086715455533544, 0.05500475306943334, 0.17104635444078803), 'pink': (0.5364306856851058, -0.05776574629069707, 0.14881737253391258)}","[{'color': 'red', 'id': 2, 'px': 305, 'py': 337, 'depth': 0.981509310776933}, {'color': 'green', 'id': 3, 'px': 370, 'py': 394, 'depth': 0.9777705828146428}, {'color': 'blue', 'id': 4, 'px': 278, 'py': 324, 'depth': 0.9835395791701359}, {'color': 'yellow', 'id': 5, 'px': 352, 'py': 342, 'depth': 0.9808043450608428}, {'color': 'black', 'id': 6, 'px': 346, 'py': 326, 'depth': 0.9813445124650401}, {'color': 'pink', 'id': 7, 'px': 291, 'py': 344, 'depth': 0.9808796000682006}]"
59,blue,WRONG_MATCH,pink,"[309, 355, 342, 391]","{'red': (0.5426263127980635, 0.07568240388984576, 0.15439659796473512), 'green': (0.46672147078198467, -0.048535271697670204, 0.12013966217030587), 'blue': (0.4529240352120377, 0.0865579525036359, 0.16238746939325527), 'yellow': (0.4546927143053632, 0.14087933730203314, 0.1545073084069257), 'black': (0.4584082144595408, -0.007564762501175798, 0.1622924534998797), 'pink': (0.6231541843789005, 0.02103572566626552, 0.19419429973991414)}","[{'color': 'red', 'id': 2, 'px': 358, 'py': 344, 'depth': 0.9805267520441933}, {'color': 'green', 'id': 3, 'px': 298, 'py': 327, 'depth': 0.9837111292921602}, {'color': 'blue', 'id': 4, 'px': 359, 'py': 309, 'depth': 0.9833097024000956}, {'color': 'yellow', 'id': 5, 'px': 383, 'py': 312, 'depth': 0.9834093521762491}, {'color': 'black', 'id': 6, 'px': 316, 'py': 311, 'depth': 0.9831469839200003}, {'color': 'pink', 'id': 7, 'px': 332, 'py': 366, 'depth': 0.9760750633834395}]"
60,blue,SUCCESS,blue,"[221, 264, 317, 362]","{'red': (0.6270575454619303, 0.09603644366706388, 0.16355114791983694), 'green': (0.5809782891402812, 0.14736125970108502, 0.1779866198374151), 'blue': (0.5633781485877823, -0.1444675536376074, 0.19133568259123715), 'yellow': (0.580516504905406, -0.02082699112832448, 0.15723015174183802), 'black': (0.4544109504027849, -0.09907101342468365, 0.14620402626816462), 'pink': (0.5668042185347875, 0.13277214874077944, 0.17786760839826357)}","[{'color': 'red', 'id': 2, 'px': 374, 'py': 379, 'depth': 0.9768290503315145}, {'color': 'green', 'id': 3, 'px': 399, 'py': 352, 'depth': 0.9784366524529188}, {'color': 'blue', 'id': 4, 'px': 243, 'py': 340, 'depth': 0.9788043228623071}, {'color': 'yellow', 'id': 5, 'px': 308, 'py': 359, 'depth': 0.9790078421996001}, {'color': 'black', 'id': 6, 'px': 275, 'py': 315, 'depth': 0.9835764220445942}, {'color': 'pink', 'id': 7, 'px': 390, 'py': 346, 'depth': 0.9790198134649589}]"
61,black,WRONG_MATCH,green,"[240, 294, 338, 398]","{'red': (0.5198177789821008, 0.011841166619435822, 0.15494898443343907), 'green': (0.625269169263726, -0.09658335758519862, 0.18866331770340383), 'blue': (0.4769529564690325, 0.08302478440604516, 0.17248552170944598), 'yellow': (0.5926816295123062, -0.08770505239008078, 0.1243767634542714), 'black': (0.6451765072647878, 0.140121283747377, 0.16862632340845232), 'pink': (0.5915830651954199, -0.0934751791614154, 0.1648861210311197)}","[{'color': 'red', 'id': 2, 'px': 325, 'py': 335, 'depth': 0.981321019077793}, {'color': 'green', 'id': 3, 'px': 264, 'py': 369, 'depth': 0.9761461828617889}, {'color': 'blue', 'id': 4, 'px': 359, 'py': 314, 'depth': 0.9823649788610209}, {'color': 'yellow', 'id': 5, 'px': 274, 'py': 376, 'depth': 0.9793728796157366}, {'color': 'black', 'id': 6, 'px': 401, 'py': 387, 'depth': 0.9758128974153982}, {'color': 'pink', 'id': 7, 'px': 269, 'py': 362, 'depth': 0.9783493056950673}]"
62,blue,BBOX_OUTSIDE_FRAME,,"[362, 400, 284, 321]",,
63,red,WRONG_MATCH,blue,"[277, 318, 334, 377]","{'red': (0.5533659155215254, 0.10745073979145223, 0.1505582964517113), 'green': (0.4644954889841853, -0.02811716201087336, 0.16720626243491604), 'blue': (0.5544075438010463, -0.04505194566338354, 0.13386891474816767), 'yellow': (0.6170917199471674, 0.07905995633382715, 0.14740743634149112), 'black': (0.47224612661849946, 0.13415283670690306, 0.13374243423722043), 'pink': (0.5104747750853136, 0.051257537343894904, 0.18037202393303248)}","[{'color': 'red', 'id': 2, 'px': 374, 'py': 350, 'depth': 0.9802239133922385}, {'color': 'green', 'id': 3, 'px': 306, 'py': 311, 'depth': 0.9828638237863894}, {'color': 'blue', 'id': 4, 'px': 297, 'py': 356, 'depth': 0.9805834261404311}, {'color': 'yellow', 'id': 5, 'px': 363, 'py': 380, 'depth': 0.9777449476907781}, {'color': 'black', 'id': 6, 'px': 381, 'py': 325, 'depth': 0.9832887229979748}, {'color': 'pink', 'id': 7, 'px': 345, 'py': 323, 'depth': 0.9810716089438767}]"
64,red,BBOX_OUTSIDE_FRAME,,"[364, 406, 311, 354]",,
65,pink,BBOX_OUTSIDE_FRAME,,"[364, 411, 351, 401]",,
66,black,GROUNDING_FAIL,,,,
67,black,GROUNDING_FAIL,,,,
68,black,GROUNDING_FAIL,,,,
69,green,WRONG_MATCH,yellow,"[244, 290, 353, 402]","{'red': (0.6022182778389871, 0.05957371402755687, 0.16650210675714605), 'green': (0.5689439184957834, -0.1255357787839376, 0.12592031773168544), 'blue': (0.48656205917385636, 0.11909882542602915, 0.15434315875910481), 'yellow': (0.6344787371616852, -0.09000097931959739, 0.17820971666484398), 'black': (0.5711854990492626, 0.02953573665532022, 0.19331029938457275), 'pink': (0.5925579250522688, -0.03149075498147713, 0.14592161357374817)}","[{'color': 'red', 'id': 2, 'px': 352, 'py': 366, 'depth': 0.9778517668213219}, {'color': 'green', 'id': 3, 'px': 256, 'py': 365, 'depth': 0.9802401090472632}, {'color': 'blue', 'id': 4, 'px': 376, 'py': 323, 'depth': 0.9824346113964629}, {'color': 'yellow', 'id': 5, 'px': 267, 'py': 378, 'depth': 0.9760300044240575}, {'color': 'black', 'id': 6, 'px': 335, 'py': 343, 'depth': 0.9784296638576462}, {'color': 'pink', 'id': 7, 'px': 303, 'py': 369, 'depth': 0.9788181373203039}]"
70,red,GROUNDING_FAIL,,,,
71,green,BBOX_OUTSIDE_FRAME,,"[365, 408, 333, 379]",,
72,red,WRONG_MATCH,pink,"[217, 261, 369, 418]","{'red': (0.5445765865156809, 0.13587934000853, 0.12898669909625124), 'green': (0.5069428590470605, -0.00597188032777532, 0.17476269004626965), 'blue': (0.5961650065915082, 0.059587131712385444, 0.12663187176599622), 'yellow': (0.4500078568529109, 0.08403822198506253, 0.16868885949128992), 'black': (0.5718233485795288, 0.11646431482998262, 0.15587223813678608), 'pink': (0.6261905281529048, -0.14856277835465076, 0.12074569099441124)}","[{'color': 'red', 'id': 2, 'px': 387, 'py': 354, 'depth': 0.9810470206675265}, {'color': 'green', 'id': 3, 'px': 317, 'py': 324, 'depth': 0.9813208817595304}, {'color': 'blue', 'id': 4, 'px': 351, 'py': 377, 'depth': 0.9791773562958139}, {'color': 'yellow', 'id': 5, 'px': 358, 'py': 306, 'depth': 0.9832744684123335}, {'color': 'black', 'id': 6, 'px': 380, 'py': 356, 'depth': 0.9793880336343408}, {'color': 'pink', 'id': 7, 'px': 239, 'py': 393, 'depth': 0.9780993487267555}]"
73,red,NO_PROJECTION_MATCH,,"[333, 379, 339, 389]","{'red': (0.64980938505724, -0.049505280921816955, 0.15071925161996916), 'green': (0.49211440756979985, -0.02124240262003063, 0.19153935448661455), 'blue': (0.5852486083101033, -0.05771451781031152, 0.16998440370102053), 'yellow': (0.5866247876127294, -0.04323436666236373, 0.1882824438621326), 'black': (0.5866223370783419, 0.13374797437068206, 0.19649086249938214), 'pink': (0.6192805925381664, 0.06342874339606164, 0.1952448531324202)}","[{'color': 'red', 'id': 2, 'px': 291, 'py': 395, 'depth': 0.9761520999126867}, {'color': 'green', 'id': 3, 'px': 309, 'py': 312, 'depth': 0.9814553346727086}, {'color': 'blue', 'id': 4, 'px': 288, 'py': 357, 'depth': 0.978475421883796}, {'color': 'yellow', 'id': 5, 'px': 296, 'py': 351, 'depth': 0.977913759244944}, {'color': 'black', 'id': 6, 'px': 393, 'py': 348, 'depth': 0.9776823640299807}, {'color': 'pink', 'id': 7, 'px': 356, 'py': 364, 'depth': 0.9762280039994985}]"
74,red,GROUNDING_FAIL,,,,
75,pink,SUCCESS,pink,"[331, 377, 360, 409]","{'red': (0.5840221149424469, -0.031102752034687015, 0.12134205538384765), 'green': (0.5793881220911495, -0.09671145489027852, 0.12041037151860585), 'blue': (0.5045501628851174, -0.12924860876450062, 0.17890446161561185), 'yellow': (0.6394561835833289, -0.1330160666250712, 0.16976740718626662), 'black': (0.545652890606973, -0.00464493865568763, 0.183939531890078), 'pink': (0.6279255305917566, 0.06104569638881921, 0.1487814910952322)}","[{'color': 'red', 'id': 2, 'px': 303, 'py': 373, 'depth': 0.979784648746728}, {'color': 'green', 'id': 3, 'px': 270, 'py': 371, 'depth': 0.9799835331559701}, {'color': 'blue', 'id': 4, 'px': 256, 'py': 321, 'depth': 0.9813105682027604}, {'color': 'yellow', 'id': 5, 'px': 242, 'py': 383, 'depth': 0.9760546106811039}, {'color': 'black', 'id': 6, 'px': 317, 'py': 335, 'depth': 0.9796957764662806}, {'color': 'pink', 'id': 7, 'px': 354, 'py': 385, 'depth': 0.9772262449347023}]"
76,black,GROUNDING_FAIL,,,,
77,blue,BBOX_OUTSIDE_FRAME,,"[313, 408, 294, 392]",,
78,pink,WRONG_MATCH,red,"[250, 295, 310, 354]","{'red': (0.5464538610193321, -0.09371709375414769, 0.1942561538681018), 'green': (0.568420541272536, 0.053599744424372764, 0.13065630228878825), 'blue': (0.49339060286349484, -0.09223413924095417, 0.13079689738492536), 'yellow': (0.48444076948370307, 0.03629732677897746, 0.18331274257464653), 'black': (0.4879131467639639, 0.11610818046764523, 0.1200367986191143), 'pink': (0.5157311436762033, 0.07868495969039274, 0.15711303597613702)}","[{'color': 'red', 'id': 2, 'px': 271, 'py': 332, 'depth': 0.9794044937274814}, {'color': 'green', 'id': 3, 'px': 347, 'py': 363, 'depth': 0.9801450985806066}, {'color': 'blue', 'id': 4, 'px': 276, 'py': 333, 'depth': 0.9827016515284959}, {'color': 'yellow', 'id': 5, 'px': 337, 'py': 313, 'depth': 0.9818926503693757}, {'color': 'black', 'id': 6, 'px': 373, 'py': 335, 'depth': 0.9830852905116367}, {'color': 'pink', 'id': 7, 'px': 358, 'py': 333, 'depth': 0.9814129917778062}]"
