sample,color,gt_box,pred_box,IoU,center_err,contrast,bbox_pixel_area,failure_type,predicted_color
sample_0040,red sphere,"[371, 299, 19, 13]","[371.7133331298828, 299.816951751709, 18.563274145126343, 18.74454438686371]",0.6523,1.08,106.81,247,Good,red sphere
sample_0040,green sphere,"[355, 387, 24, 22]","[355.3202438354492, 388.1496334075928, 24.024131298065186, 26.351112127304077]",0.8146,1.19,105.7298,528,Good,green sphere
sample_0040,blue sphere,"[363, 277, 17, 11]","[363.6530303955078, 277.71265983581543, 16.655679941177368, 17.364057898521423]",0.5965,0.97,105.2631,187,Good,blue sphere
sample_0040,yellow sphere,"[296, 282, 17, 11]","[355.31089782714844, 388.1557273864746, 23.998255729675293, 26.314614415168762]",0.0,121.6,85.3471,187,Miss,other
sample_0041,red sphere,"[276, 305, 18, 13]","[276.5655517578125, 305.83313941955566, 19.152119159698486, 18.878719210624695]",0.6472,1.01,84.2913,234,Good,red sphere
sample_0041,green sphere,"[313, 286, 18, 11]","[313.42355728149414, 286.1671543121338, 17.822169065475464, 18.165798783302307]",0.584,0.46,93.4532,198,Good,green sphere
sample_0041,blue sphere,"[266, 286, 17, 11]","[266.2087821960449, 286.732234954834, 18.053666353225708, 17.24320113658905]",0.6007,0.76,87.2447,187,Good,blue sphere
sample_0041,yellow sphere,"[310, 304, 19, 13]","[309.72774505615234, 303.7914276123047, 18.354792594909668, 19.014945030212402]",0.6676,0.34,86.7125,247,Good,yellow sphere
sample_0042,red sphere,"[339, 277, 17, 10]","[339.18701171875, 277.66822814941406, 17.164024114608765, 17.447762489318848]",0.5622,0.69,98.7752,170,Good,red sphere
sample_0042,green sphere,"[309, 372, 23, 20]","[309.5128631591797, 372.5935363769531, 23.100438117980957, 24.97381031513214]",0.769,0.78,95.5213,460,Good,green sphere
sample_0042,blue sphere,"[339, 353, 22, 18]","[339.0980911254883, 353.67021560668945, 22.286202907562256, 23.146743178367615]",0.7677,0.68,103.9047,396,Good,blue sphere
sample_0042,yellow sphere,"[346, 395, 24, 23]","[346.5291976928711, 395.7641315460205, 24.411427974700928, 26.6257506608963]",0.8283,0.93,93.6144,552,Good,yellow sphere
sample_0043,red sphere,"[221, 287, 18, 12]","[221.1539077758789, 287.5146961212158, 18.00174117088318, 17.978745102882385]",0.658,0.54,91.1279,216,Good,red sphere
sample_0043,green sphere,"[349, 348, 21, 17]","[307.26558685302734, 379.24418449401855, 23.242530822753906, 26.274157762527466]",0.0,52.13,104.1577,357,Miss,other
sample_0043,blue sphere,"[376, 327, 20, 15]","[376.4870071411133, 327.7101230621338, 19.885460138320923, 21.361552476882935]",0.6741,0.86,104.596,300,Good,blue sphere
sample_0043,yellow sphere,"[307, 379, 23, 21]","[307.28824615478516, 379.21703338623047, 23.202507495880127, 26.222891807556152]",0.7823,0.36,89.1988,483,Good,yellow sphere
sample_0044,red sphere,"[284, 320, 19, 15]","[457.97618865966797, 402.3813056945801, 26.77435874938965, 27.81282663345337]",0.0,192.5,92.3063,285,Miss,other
sample_0044,green sphere,"[326, 318, 19, 14]","[457.9996871948242, 402.35801696777344, 26.83199167251587, 27.859632968902588]",0.0,156.65,95.2446,266,Miss,other
sample_0044,blue sphere,"[223, 295, 18, 13]","[457.95459747314453, 402.42496490478516, 26.923277378082275, 27.923437356948853]",0.0,258.35,88.5632,234,Miss,other
sample_0044,yellow sphere,"[458, 402, 25, 24]","[458.0400085449219, 402.3054313659668, 26.88354730606079, 27.805638313293457]",0.8027,0.31,94.4338,600,Good,yellow sphere
sample_0045,red sphere,"[234, 326, 20, 15]","[234.71437454223633, 327.2529888153076, 20.69586992263794, 20.88288903236389]",0.6729,1.44,86.109,300,Good,red sphere
sample_0045,green sphere,"[364, 289, 17, 12]","[354.87422943115234, 372.63110160827637, 22.97020673751831, 24.944958686828613]",0.0,84.13,102.0031,204,Miss,other
sample_0045,blue sphere,"[261, 292, 18, 12]","[261.3282585144043, 292.4927043914795, 18.184762001037598, 18.605065941810608]",0.6248,0.59,85.9909,216,Good,blue sphere
sample_0045,yellow sphere,"[355, 372, 23, 20]","[354.9007034301758, 372.59050369262695, 22.98671245574951, 24.954482316970825]",0.7953,0.6,93.56,460,Good,yellow sphere
sample_0046,red sphere,"[420, 352, 21, 17]","[420.53600311279297, 353.16956520080566, 22.47802495956421, 23.615782856941223]",0.6725,1.29,107.2593,357,Good,red sphere
sample_0046,green sphere,"[456, 392, 25, 22]","[457.0644760131836, 392.5355815887451, 25.59556007385254, 27.73559868335724]",0.7336,1.19,106.7648,550,Good,green sphere
sample_0046,blue sphere,"[384, 291, 18, 12]","[384.2399597167969, 291.16684913635254, 17.831380367279053, 18.411011695861816]",0.6385,0.29,102.5258,216,Good,blue sphere
sample_0046,yellow sphere,"[361, 301, 19, 13]","[457.0490264892578, 392.53437995910645, 25.581045150756836, 27.637410163879395]",0.0,132.68,93.3746,247,Miss,other
sample_0047,red sphere,"[314, 319, 20, 15]","[314.090633392334, 320.3152084350586, 19.473745822906494, 20.068268179893494]",0.7326,1.32,99.6487,300,Good,red sphere
sample_0047,green sphere,"[350, 277, 17, 11]","[350.2796936035156, 277.7849292755127, 17.680938243865967, 17.555671334266663]",0.6024,0.83,102.798,187,Good,green sphere
sample_0047,blue sphere,"[415, 291, 17, 12]","[415.62129974365234, 291.2343120574951, 18.956292867660522, 18.319491147994995]",0.5874,0.66,100.9108,204,Good,blue sphere
sample_0047,yellow sphere,"[330, 347, 22, 17]","[330.4384231567383, 346.92418098449707, 21.439743041992188, 22.362075448036194]",0.7359,0.44,91.4974,374,Good,yellow sphere
sample_0048,red sphere,"[408, 395, 24, 23]","[408.6973190307617, 395.65040588378906, 24.788846969604492, 26.807016134262085]",0.8117,0.95,105.7844,552,Good,red sphere
sample_0048,green sphere,"[241, 341, 21, 17]","[241.3109016418457, 342.20892906188965, 21.271686553955078, 22.153660655021667]",0.7465,1.25,89.6936,357,Good,green sphere
sample_0048,blue sphere,"[220, 362, 22, 19]","[220.5025291442871, 362.20479011535645, 22.78956890106201, 23.801981806755066]",0.7639,0.54,92.674,418,Good,blue sphere
sample_0048,yellow sphere,"[276, 282, 17, 12]","[276.8564796447754, 282.26612091064453, 17.09776520729065, 18.09919238090515]",0.6088,0.9,78.3237,204,Good,yellow sphere
sample_0049,red sphere,"[256, 392, 24, 22]","[256.12295150756836, 392.69153594970703, 24.506042003631592, 27.086758017539978]",0.7954,0.7,96.7916,528,Good,red sphere
sample_0049,green sphere,"[404, 297, 18, 12]","[403.8321304321289, 297.52573013305664, 18.766181468963623, 18.983752727508545]",0.6063,0.55,99.0628,216,Good,green sphere
sample_0049,blue sphere,"[227, 290, 18, 12]","[227.3582649230957, 290.2738666534424, 18.133500814437866, 18.322209119796753]",0.6329,0.45,87.2661,216,Good,blue sphere
sample_0049,yellow sphere,"[206, 341, 21, 17]","[206.50421142578125, 341.49075508117676, 21.86681032180786, 22.251965403556824]",0.7294,0.7,80.6312,357,Good,yellow sphere
sample_0050,red sphere,"[266, 344, 22, 17]","[266.3061332702637, 345.1714897155762, 21.730802059173584, 21.799399852752686]",0.7616,1.21,92.7934,374,Good,red sphere
sample_0050,green sphere,"[386, 276, 17, 11]","[210.62660217285156, 389.01111602783203, 24.322831630706787, 26.639322638511658]",0.0,208.63,109.0765,187,Miss,other
sample_0050,blue sphere,"[425, 345, 21, 17]","[425.35457611083984, 345.20673751831055, 22.178852558135986, 22.011805772781372]",0.7313,0.41,104.9539,357,Good,blue sphere
sample_0050,yellow sphere,"[210, 389, 24, 22]","[210.63831329345703, 389.0067958831787, 24.373466968536377, 26.61766827106476]",0.7865,0.64,90.2641,528,Good,yellow sphere
sample_0051,red sphere,"[310, 325, 20, 15]","[310.17797470092773, 325.8302307128906, 19.912612438201904, 20.714609026908875]",0.7135,0.85,94.7366,300,Good,red sphere
sample_0051,green sphere,"[340, 292, 18, 12]","[339.92332458496094, 292.2938060760498, 18.155639171600342, 18.29390823841095]",0.6503,0.3,100.6831,216,Good,green sphere
sample_0051,blue sphere,"[374, 326, 20, 15]","[374.72530364990234, 326.91192626953125, 20.6215763092041, 20.67000389099121]",0.6793,1.17,105.6874,300,Good,blue sphere
sample_0051,yellow sphere,"[398, 280, 17, 11]","[398.3852005004883, 280.8035659790039, 17.808319330215454, 16.986692547798157]",0.6182,0.89,94.0547,187,Good,yellow sphere
sample_0052,red sphere,"[380, 300, 18, 13]","[380.6015396118164, 300.86331367492676, 18.733413219451904, 19.15909767150879]",0.638,1.05,105.181,234,Good,red sphere
sample_0052,green sphere,"[198, 347, 21, 17]","[198.36483001708984, 347.76580810546875, 22.30280876159668, 23.226875066757202]",0.6892,0.85,86.3468,357,Good,green sphere
sample_0052,blue sphere,"[349, 329, 20, 15]","[349.5411682128906, 329.74677085876465, 20.482494831085205, 21.06058180332184]",0.678,0.92,102.6307,300,Good,blue sphere
sample_0052,yellow sphere,"[400, 335, 20, 16]","[399.95677947998047, 335.01540184020996, 21.14067316055298, 21.751409769058228]",0.6959,0.05,93.6292,320,Good,yellow sphere
sample_0053,red sphere,"[183, 380, 23, 21]","[182.6784896850586, 381.4233112335205, 25.131869316101074, 25.98622441291809]",0.7396,1.46,87.6214,483,Good,red sphere
sample_0053,green sphere,"[441, 340, 21, 17]","[441.24011993408203, 340.88035583496094, 22.06075668334961, 22.452000975608826]",0.7208,0.91,106.6751,357,Good,green sphere
sample_0053,blue sphere,"[275, 281, 17, 11]","[275.4934883117676, 281.7598628997803, 17.97866702079773, 17.438036799430847]",0.5962,0.91,86.6947,187,Good,blue sphere
sample_0053,yellow sphere,"[401, 278, 17, 11]","[182.7259063720703, 381.44811630249023, 24.940710067749023, 25.805538296699524]",0.0,241.55,94.0233,187,Miss,other
sample_0054,red sphere,"[356, 322, 19, 15]","[378.3659362792969, 387.015438079834, 23.811802864074707, 26.610848307609558]",0.0,68.75,99.1583,285,Miss,other
sample_0054,green sphere,"[354, 291, 17, 12]","[378.3835983276367, 387.0150661468506, 23.833885192871094, 26.544998288154602]",0.0,99.06,98.4941,204,Miss,other
sample_0054,blue sphere,"[378, 386, 24, 22]","[378.36143493652344, 386.99066162109375, 23.986034393310547, 26.629720330238342]",0.8037,1.05,105.6972,528,Good,blue sphere
sample_0054,yellow sphere,"[331, 364, 23, 19]","[331.7704772949219, 364.3184280395508, 21.9584321975708, 23.69611144065857]",0.757,0.83,91.5033,437,Good,yellow sphere
sample_0055,red sphere,"[404, 310, 19, 14]","[404.2002487182617, 310.56859016418457, 19.552183151245117, 19.76236581802368]",0.6884,0.6,104.2455,266,Good,red sphere
sample_0055,green sphere,"[424, 338, 21, 16]","[423.77769470214844, 338.63880157470703, 20.96477508544922, 21.979336738586426]",0.7149,0.68,105.0566,336,Good,green sphere
sample_0055,blue sphere,"[355, 295, 18, 12]","[355.37506103515625, 295.7639694213867, 18.1852388381958, 19.10060942173004]",0.6062,0.85,100.6323,216,Good,blue sphere
sample_0055,yellow sphere,"[404, 376, 23, 20]","[404.63390350341797, 376.37786865234375, 23.53391170501709, 25.414472222328186]",0.7477,0.74,92.4724,460,Good,yellow sphere
sample_0056,red sphere,"[264, 281, 17, 11]","[264.77102279663086, 281.79845809936523, 16.907280683517456, 17.153894305229187]",0.5953,1.11,88.6541,187,Good,red sphere
sample_0056,green sphere,"[341, 317, 19, 15]","[341.1265182495117, 318.1238079071045, 19.604634046554565, 20.220124125480652]",0.719,1.13,103.7841,285,Good,green sphere
sample_0056,blue sphere,"[301, 327, 20, 16]","[300.8774757385254, 327.47325897216797, 20.85263729095459, 21.04685604572296]",0.7291,0.49,93.8542,320,Good,blue sphere
sample_0056,yellow sphere,"[258, 326, 20, 15]","[258.2227897644043, 325.88948249816895, 19.70724105834961, 20.642654299736023]",0.7141,0.25,79.5283,300,Good,yellow sphere
sample_0057,red sphere,"[224, 289, 18, 12]","[224.21014785766602, 290.4020404815674, 18.119282722473145, 18.02141010761261]",0.6524,1.42,88.7078,216,Good,red sphere
sample_0057,green sphere,"[413, 354, 22, 18]","[412.7702331542969, 354.8139953613281, 22.792110443115234, 23.024877905845642]",0.7546,0.85,105.7164,396,Good,green sphere
sample_0057,blue sphere,"[340, 321, 19, 14]","[412.74280548095703, 354.84578132629395, 22.849807739257812, 23.04536461830139]",0.0,80.23,98.7123,266,Miss,other
sample_0057,yellow sphere,"[310, 327, 20, 15]","[412.7603530883789, 354.8217487335205, 22.687861919403076, 22.975271344184875]",0.0,106.46,88.7111,300,Miss,other
sample_0058,red sphere,"[347, 386, 24, 21]","[347.0978546142578, 387.2343349456787, 23.87113094329834, 26.036546230316162]",0.801,1.24,106.236,504,Good,red sphere
sample_0058,green sphere,"[310, 303, 18, 13]","[310.17269134521484, 303.6321258544922, 19.201269149780273, 19.360932111740112]",0.6294,0.66,93.916,234,Good,green sphere
sample_0058,blue sphere,"[232, 308, 19, 14]","[232.7083396911621, 308.41352462768555, 19.227765798568726, 19.79842722415924]",0.6624,0.82,87.9264,266,Good,blue sphere
sample_0058,yellow sphere,"[288, 282, 17, 11]","[288.25077056884766, 282.75278091430664, 17.773120403289795, 17.307862043380737]",0.6079,0.79,83.8071,187,Good,yellow sphere
sample_0059,red sphere,"[309, 282, 17, 12]","[309.4321823120117, 282.6841163635254, 17.977393865585327, 17.771955728530884]",0.6385,0.81,88.7841,204,Good,red sphere
sample_0059,green sphere,"[283, 279, 17, 11]","[415.5433654785156, 312.3657989501953, 19.639978408813477, 19.494112730026245]",0.0,136.68,83.3471,187,Miss,other
sample_0059,blue sphere,"[204, 359, 22, 19]","[204.39218521118164, 360.07458686828613, 23.83070468902588, 24.154978394508362]",0.7262,1.14,86.492,418,Good,blue sphere
sample_0059,yellow sphere,"[415, 312, 19, 14]","[415.5158996582031, 312.3383617401123, 19.556862115859985, 19.530767798423767]",0.6818,0.62,94.6131,266,Good,yellow sphere
sample_0060,red sphere,"[249, 308, 19, 13]","[249.50389862060547, 309.1783618927002, 19.028465747833252, 20.136439204216003]",0.6178,1.28,86.6446,247,Good,red sphere
sample_0060,green sphere,"[406, 396, 24, 22]","[406.6318130493164, 396.3185977935791, 25.146920680999756, 27.528533935546875]",0.7595,0.71,103.2349,528,Good,green sphere
sample_0060,blue sphere,"[420, 277, 16, 11]","[420.46878814697266, 276.93883895874023, 17.831547260284424, 17.246820330619812]",0.5723,0.47,94.839,176,Good,blue sphere
sample_0060,yellow sphere,"[384, 301, 18, 13]","[406.61128997802734, 396.3285827636719, 25.127108097076416, 27.457764744758606]",0.0,97.97,95.1362,234,Miss,other
sample_0061,red sphere,"[427, 326, 20, 15]","[427.6414108276367, 326.8766498565674, 20.636816024780273, 20.683395266532898]",0.6837,1.09,106.3296,300,Good,red sphere
sample_0061,green sphere,"[270, 288, 17, 12]","[270.3525733947754, 288.13648223876953, 18.05671453475952, 18.290719985961914]",0.6177,0.38,84.9932,204,Good,green sphere
sample_0061,blue sphere,"[316, 300, 19, 13]","[315.80793380737305, 300.76698303222656, 18.747241497039795, 19.122607111930847]",0.6697,0.79,97.5318,247,Good,blue sphere
sample_0061,yellow sphere,"[218, 304, 18, 13]","[218.08731079101562, 304.9042510986328, 19.127334356307983, 18.950207233428955]",0.6456,0.91,83.2447,234,Good,yellow sphere
sample_0062,red sphere,"[219, 283, 18, 11]","[219.3004035949707, 283.1902599334717, 17.87529945373535, 18.222180604934692]",0.5884,0.36,94.4371,198,Good,red sphere
sample_0062,green sphere,"[209, 303, 18, 13]","[209.49777603149414, 303.5994243621826, 19.681265354156494, 19.042208790779114]",0.6244,0.78,87.357,234,Good,green sphere
sample_0062,blue sphere,"[332, 315, 19, 14]","[332.5455093383789, 315.28512954711914, 19.466711282730103, 19.992733597755432]",0.6648,0.62,100.966,266,Good,blue sphere
sample_0062,yellow sphere,"[386, 339, 21, 17]","[386.4346694946289, 339.6884536743164, 20.947434902191162, 21.993611454963684]",0.7452,0.81,95.1862,357,Good,yellow sphere
sample_0063,red sphere,"[380, 336, 21, 16]","[380.74329376220703, 337.21667289733887, 21.037771701812744, 21.791498064994812]",0.6902,1.43,105.3299,336,Good,red sphere
sample_0063,green sphere,"[212, 324, 20, 14]","[212.54154205322266, 324.6533489227295, 20.691072940826416, 20.78930139541626]",0.6405,0.85,86.2363,280,Good,green sphere
sample_0063,blue sphere,"[274, 334, 21, 16]","[273.8851737976074, 334.464054107666, 21.251912117004395, 21.58784329891205]",0.7324,0.48,92.0844,336,Good,blue sphere
sample_0063,yellow sphere,"[347, 363, 22, 19]","[347.37293243408203, 363.19424629211426, 22.187328338623047, 24.039668440818787]",0.7661,0.42,93.5634,418,Good,yellow sphere
sample_0064,red sphere,"[299, 337, 21, 17]","[299.82290267944336, 338.31507682800293, 20.59537410736084, 21.701245307922363]",0.7312,1.55,95.7122,357,Good,red sphere
sample_0064,green sphere,"[237, 281, 17, 11]","[237.03153610229492, 281.7791175842285, 17.514270544052124, 17.158327102661133]",0.6223,0.78,90.5899,187,Good,green sphere
sample_0064,blue sphere,"[378, 367, 22, 20]","[378.2167053222656, 367.54889488220215, 23.440532684326172, 24.81903076171875]",0.7563,0.59,103.0783,440,Good,blue sphere
sample_0064,yellow sphere,"[254, 342, 21, 16]","[253.93692016601562, 342.1209239959717, 20.4687762260437, 22.108832001686096]",0.7104,0.14,87.8901,336,Good,yellow sphere
sample_0065,red sphere,"[270, 321, 20, 14]","[270.1387405395508, 321.9430160522461, 20.04171371459961, 21.217353343963623]",0.6521,0.95,85.8216,280,Good,red sphere
sample_0065,green sphere,"[322, 358, 22, 19]","[321.96556091308594, 359.43955421447754, 22.070302963256836, 24.215118885040283]",0.7821,1.44,100.5122,418,Good,green sphere
sample_0065,blue sphere,"[285, 374, 23, 20]","[285.3225326538086, 374.4070816040039, 23.742363452911377, 26.022623777389526]",0.7445,0.52,95.3956,460,Good,blue sphere
sample_0065,yellow sphere,"[343, 345, 21, 17]","[343.38687896728516, 345.62049865722656, 21.170973777770996, 22.901585698127747]",0.7182,0.73,93.7858,357,Good,yellow sphere
sample_0066,red sphere,"[415, 289, 17, 12]","[414.86988067626953, 289.7452640533447, 18.422467708587646, 17.298299074172974]",0.6401,0.76,98.9304,204,Good,red sphere
sample_0066,green sphere,"[256, 389, 24, 22]","[256.20758056640625, 389.42627906799316, 24.231038093566895, 26.012579798698425]",0.8318,0.47,95.6379,528,Good,green sphere
sample_0066,blue sphere,"[357, 335, 20, 16]","[256.1796760559082, 389.4749164581299, 24.35441017150879, 26.10964000225067]",0.0,114.6,102.8655,320,Miss,other
sample_0066,yellow sphere,"[284, 359, 22, 18]","[284.5741653442383, 359.06667709350586, 21.934425830841064, 23.98928940296173]",0.7169,0.58,88.8978,396,Good,yellow sphere
sample_0067,red sphere,"[414, 330, 20, 16]","[413.92932891845703, 330.7832908630371, 20.712473392486572, 20.849132537841797]",0.741,0.79,104.8848,320,Good,red sphere
sample_0067,green sphere,"[344, 299, 18, 13]","[387.27806091308594, 299.2063522338867, 18.55287194252014, 18.097232580184937]",0.0,43.28,102.6763,234,Miss,other
sample_0067,blue sphere,"[338, 318, 19, 14]","[337.80567169189453, 318.28989028930664, 19.84429955482483, 19.767943024635315]",0.6781,0.35,97.9157,266,Good,blue sphere
sample_0067,yellow sphere,"[387, 299, 18, 12]","[387.2467041015625, 299.15977478027344, 18.44247341156006, 18.106995820999146]",0.6453,0.29,91.9905,216,Good,yellow sphere
sample_0068,red sphere,"[239, 391, 24, 22]","[238.89633178710938, 391.63390159606934, 25.019056797027588, 26.910125613212585]",0.7842,0.64,96.5245,528,Good,red sphere
sample_0068,green sphere,"[331, 279, 17, 11]","[279.30253982543945, 361.3098335266113, 22.499635219573975, 23.844197988510132]",0.0,97.2,103.9057,187,Miss,other
sample_0068,blue sphere,"[396, 386, 23, 21]","[396.82254791259766, 386.69803619384766, 25.11551856994629, 26.57199203968048]",0.7237,1.08,104.1913,483,Good,blue sphere
sample_0068,yellow sphere,"[279, 361, 22, 19]","[279.31610107421875, 361.29003524780273, 22.442591190338135, 23.82892370223999]",0.7756,0.43,89.7353,418,Good,yellow sphere
sample_0069,red sphere,"[283, 378, 24, 20]","[283.2126998901367, 378.2769298553467, 23.532025814056396, 25.934184193611145]",0.7595,0.35,96.0182,480,Good,red sphere
sample_0069,green sphere,"[231, 288, 18, 12]","[231.18886947631836, 288.72754096984863, 18.178837299346924, 16.889255046844482]",0.6969,0.75,87.9184,216,Good,green sphere
sample_0069,blue sphere,"[432, 348, 21, 18]","[431.9455337524414, 348.3053684234619, 22.92381525039673, 23.338608741760254]",0.7065,0.31,104.4961,378,Good,blue sphere
sample_0069,yellow sphere,"[420, 280, 17, 11]","[420.4148864746094, 280.7343006134033, 17.585376501083374, 16.984618306159973]",0.6188,0.84,94.1249,187,Good,yellow sphere
sample_0070,red sphere,"[326, 335, 20, 16]","[325.77037811279297, 336.05801582336426, 20.0296688079834, 21.464173793792725]",0.7305,1.08,97.5723,320,Good,red sphere
sample_0070,green sphere,"[266, 317, 19, 14]","[266.7051315307617, 317.1025085449219, 19.794214963912964, 20.01826286315918]",0.6533,0.71,83.9776,266,Good,green sphere
sample_0070,blue sphere,"[209, 344, 21, 17]","[209.39865112304688, 344.76545333862305, 22.19477891921997, 22.619426250457764]",0.7111,0.86,86.1296,357,Good,blue sphere
sample_0070,yellow sphere,"[314, 365, 23, 19]","[313.8378715515137, 365.2310085296631, 22.204272747039795, 24.011696577072144]",0.7695,0.28,89.7334,437,Good,yellow sphere
sample_0071,red sphere,"[213, 324, 20, 14]","[213.12711715698242, 324.79823112487793, 20.017240047454834, 20.915878415107727]",0.6622,0.81,86.401,280,Good,red sphere
sample_0071,green sphere,"[286, 320, 19, 14]","[425.76900482177734, 384.6474838256836, 25.160984992980957, 26.776793003082275]",0.0,154.0,91.0648,266,Miss,other
sample_0071,blue sphere,"[425, 384, 23, 21]","[425.7381057739258, 384.666109085083, 25.339083671569824, 26.835445761680603]",0.7103,0.99,105.4222,483,Good,blue sphere
sample_0071,yellow sphere,"[345, 298, 18, 12]","[345.7624816894531, 298.0575656890869, 18.507360219955444, 18.107412457466125]",0.6151,0.76,90.8012,216,Good,yellow sphere
sample_0072,red sphere,"[378, 342, 21, 17]","[378.26019287109375, 343.2186985015869, 21.6513991355896, 22.120952010154724]",0.7454,1.25,106.9212,357,Good,red sphere
sample_0072,green sphere,"[284, 284, 17, 11]","[441.33411407470703, 396.37038230895996, 25.944292545318604, 27.50268280506134]",0.0,193.34,85.7682,187,Miss,other
sample_0072,blue sphere,"[340, 284, 17, 12]","[441.31378173828125, 396.41984939575195, 25.952541828155518, 27.501511573791504]",0.0,151.34,97.9607,204,Miss,other
sample_0072,yellow sphere,"[441, 396, 24, 23]","[441.31336212158203, 396.3659191131592, 25.885913372039795, 27.451570630073547]",0.7768,0.48,95.2029,552,Good,yellow sphere
sample_0073,red sphere,"[323, 382, 23, 21]","[322.7616500854492, 383.2953643798828, 23.766498565673828, 25.95178484916687]",0.7831,1.32,100.3054,483,Good,red sphere
sample_0073,green sphere,"[357, 399, 25, 23]","[357.96592712402344, 399.2325496673584, 24.65053081512451, 27.91176974773407]",0.7683,0.99,106.0125,575,Good,green sphere
sample_0073,blue sphere,"[344, 310, 19, 13]","[344.06089782714844, 310.7717227935791, 19.711432456970215, 19.1970956325531]",0.6527,0.77,102.6763,247,Good,blue sphere
sample_0073,yellow sphere,"[382, 278, 16, 11]","[382.17350006103516, 277.68287658691406, 17.131601572036743, 17.215332984924316]",0.5968,0.36,90.4832,176,Good,yellow sphere
sample_0074,red sphere,"[438, 341, 21, 16]","[438.26683044433594, 341.98877334594727, 21.69259786605835, 22.644429802894592]",0.684,1.02,103.8712,336,Good,red sphere
sample_0074,green sphere,"[250, 303, 19, 13]","[249.7308349609375, 303.7010192871094, 18.803662061691284, 19.499938488006592]",0.6521,0.75,87.4096,247,Good,green sphere
sample_0074,blue sphere,"[366, 337, 21, 16]","[365.84495544433594, 337.19470024108887, 21.180965900421143, 21.884862184524536]",0.721,0.25,103.0563,336,Good,blue sphere
sample_0074,yellow sphere,"[261, 332, 21, 16]","[260.75477600097656, 332.33290672302246, 20.835895538330078, 21.496912837028503]",0.7299,0.41,83.7647,336,Good,yellow sphere
sample_0075,red sphere,"[361, 284, 17, 11]","[462.1238708496094, 390.59678077697754, 26.02294921875, 27.02877938747406]",0.0,146.93,102.3245,187,Miss,other
sample_0075,green sphere,"[228, 359, 22, 19]","[228.53521347045898, 360.1003646850586, 23.07377576828003, 24.081485867500305]",0.7523,1.22,93.4691,418,Good,green sphere
sample_0075,blue sphere,"[462, 390, 24, 22]","[462.12276458740234, 390.5555248260498, 26.175498962402344, 27.066766619682312]",0.7453,0.57,104.1183,528,Good,blue sphere
sample_0075,yellow sphere,"[427, 401, 25, 23]","[427.5963592529297, 401.20556831359863, 25.23928165435791, 27.55527377128601]",0.7984,0.63,94.6074,575,Good,yellow sphere
sample_0076,red sphere,"[212, 391, 24, 22]","[212.25341796875, 391.5277290344238, 25.233957767486572, 26.848164796829224]",0.7794,0.59,95.2292,528,Good,red sphere
sample_0076,green sphere,"[398, 309, 19, 14]","[397.9587936401367, 309.64110374450684, 18.925583362579346, 19.25668716430664]",0.7247,0.64,105.2342,266,Good,green sphere
sample_0076,blue sphere,"[305, 398, 25, 23]","[305.66837310791016, 398.2573699951172, 25.15836477279663, 28.242278695106506]",0.7754,0.72,96.5292,575,Good,blue sphere
sample_0076,yellow sphere,"[356, 310, 19, 14]","[356.2773895263672, 310.1452445983887, 19.41123127937317, 20.068268179893494]",0.6785,0.31,91.9018,266,Good,yellow sphere
sample_0077,red sphere,"[447, 382, 24, 21]","[446.9595718383789, 383.2953071594238, 24.691500663757324, 26.171565055847168]",0.7799,1.3,108.7342,504,Good,red sphere
sample_0077,green sphere,"[370, 326, 20, 15]","[235.63472747802734, 300.6771755218506, 18.843919038772583, 18.893972039222717]",0.0,136.73,104.5544,300,Miss,other
sample_0077,blue sphere,"[335, 285, 18, 11]","[335.3428268432617, 285.8858585357666, 17.90825843811035, 17.362284064292908]",0.6146,0.95,102.3371,198,Good,blue sphere
sample_0077,yellow sphere,"[235, 300, 18, 13]","[235.65235137939453, 300.62384605407715, 18.889836072921753, 18.875908255577087]",0.6438,0.9,81.785,234,Good,yellow sphere
sample_0078,red sphere,"[246, 323, 20, 15]","[246.26985549926758, 323.78774642944336, 20.059900283813477, 21.463887691497803]",0.6827,0.83,85.5897,300,Good,red sphere
sample_0078,green sphere,"[212, 391, 24, 22]","[211.92462921142578, 391.5573978424072, 25.187652111053467, 26.956018209457397]",0.7777,0.56,95.3238,528,Good,green sphere
sample_0078,blue sphere,"[311, 281, 17, 11]","[211.90204620361328, 391.5903568267822, 25.28118133544922, 26.999130249023438]",0.0,148.49,87.9232,187,Miss,other
sample_0078,yellow sphere,"[374, 279, 17, 11]","[211.93603515625, 391.53900146484375, 25.180344581604004, 26.88598930835724]",0.0,197.31,92.1751,187,Miss,other
sample_0079,red sphere,"[346, 318, 19, 14]","[346.73717498779297, 318.2160758972168, 19.877299070358276, 20.276958346366882]",0.6429,0.77,101.8466,266,Good,red sphere
sample_0079,green sphere,"[359, 386, 24, 22]","[359.58019256591797, 386.5300941467285, 24.238533973693848, 26.45217776298523]",0.7951,0.79,104.9064,528,Good,green sphere
sample_0079,blue sphere,"[235, 350, 22, 17]","[235.13643264770508, 350.80461502075195, 22.271664142608643, 23.218132853507996]",0.7232,0.82,92.9566,374,Good,blue sphere
sample_0079,yellow sphere,"[249, 371, 23, 20]","[249.80018615722656, 371.52997970581055, 22.737505435943604, 24.628263115882874]",0.7628,0.96,88.4653,460,Good,yellow sphere
