sample,color,gt_box,pred_box,IoU,center_err,contrast,bbox_pixel_area,failure_type,predicted_color
sample_0028,green sphere,"[261, 299, 19, 13]","[398.70697021484375, 301.9699001312256, 18.7062406539917, 18.752612471580505]",0.0,137.74,86.3178,247,Miss,other
sample_0028,blue sphere,"[230, 277, 17, 11]","[230.47948837280273, 278.064022064209, 18.025540113449097, 16.464741826057434]",0.6301,1.17,96.0078,187,Good,blue sphere
sample_0028,yellow sphere,"[398, 301, 19, 13]","[398.6759948730469, 301.94140434265137, 18.699408769607544, 18.77039909362793]",0.6531,1.16,96.3531,247,Good,yellow sphere
sample_0028,black sphere,"[303, 284, 17, 11]",,0.0,99999,52.3028,187,Miss,other
sample_0028,pink sphere,"[235, 321, 20, 14]","[290.5714797973633, 362.84674644470215, 22.52608299255371, 24.70128893852234]",0.0,69.57,79.5678,280,Miss,other
sample_0029,red sphere,"[252, 354, 22, 18]","[252.12139129638672, 355.82141876220703, 21.759672164916992, 22.788214087486267]",0.783,1.83,93.279,396,Good,red sphere
sample_0029,green sphere,"[307, 287, 17, 12]","[307.3338317871094, 287.7451801300049, 17.930408716201782, 17.754140496253967]",0.6408,0.82,89.6027,204,Good,green sphere
sample_0029,blue sphere,"[245, 286, 18, 11]","[245.26704788208008, 286.2286376953125, 18.144065141677856, 18.143234252929688]",0.5911,0.35,88.2443,198,Good,blue sphere
sample_0029,yellow sphere,"[331, 278, 17, 11]","[330.8732604980469, 278.14584732055664, 16.57546877861023, 16.332984566688538]",0.6621,0.19,91.1248,187,Good,yellow sphere
sample_0029,black sphere,"[239, 385, 23, 22]","[245.29157638549805, 286.235990524292, 18.05532693862915, 18.140046000480652]",0.0,98.96,61.5407,506,Miss,other
sample_0029,pink sphere,"[325, 350, 22, 17]","[252.1193504333496, 355.8489990234375, 21.83525800704956, 22.76205539703369]",0.0,73.11,90.486,374,Miss,other
sample_0030,red sphere,"[230, 283, 17, 11]","[230.8768653869629, 284.6661186218262, 17.491358518600464, 17.295348644256592]",0.5818,1.88,94.5189,187,Good,red sphere
sample_0030,green sphere,"[406, 356, 22, 18]","[378.0919647216797, 295.1747417449951, 17.82565712928772, 18.207600116729736]",0.0,66.92,104.8806,396,Miss,other
sample_0030,blue sphere,"[396, 389, 24, 22]","[396.40087127685547, 390.36160469055176, 24.795842170715332, 27.05608069896698]",0.7869,1.42,102.934,528,Good,blue sphere
sample_0030,yellow sphere,"[378, 294, 18, 12]","[378.1129837036133, 295.13797760009766, 17.764796018600464, 18.176568746566772]",0.6545,1.14,94.5407,216,Good,yellow sphere
sample_0030,black sphere,"[252, 382, 23, 21]","[252.40966796875, 382.4868679046631, 24.15947675704956, 25.720717906951904]",0.7773,0.64,67.1323,483,Good,black sphere
sample_0030,pink sphere,"[429, 306, 18, 13]","[230.88434219360352, 284.6783638000488, 17.42216944694519, 17.23692297935486]",0.0,199.26,92.9439,234,Miss,other
sample_0031,red sphere,"[244, 295, 18, 12]","[244.65171813964844, 296.2727165222168, 18.546804189682007, 18.34275484085083]",0.6134,1.43,88.1246,216,Good,red sphere
sample_0031,green sphere,"[349, 328, 20, 16]","[349.00196075439453, 328.83524894714355, 20.63589334487915, 21.29621922969818]",0.7282,0.84,103.7114,320,Good,green sphere
sample_0031,blue sphere,"[294, 324, 20, 15]","[294.27188873291016, 324.72121238708496, 20.018837451934814, 20.72572410106659]",0.7069,0.77,94.9365,300,Good,blue sphere
sample_0031,yellow sphere,"[414, 360, 23, 19]","[413.9841842651367, 361.283597946167, 22.877445220947266, 23.840482234954834]",0.7936,1.28,93.1502,437,Good,yellow sphere
sample_0031,black sphere,"[434, 316, 19, 14]",,0.0,99999,75.727,266,Miss,other
sample_0031,pink sphere,"[399, 316, 19, 14]","[244.64576721191406, 296.29992485046387, 18.54363203048706, 18.28557014465332]",0.0,155.61,94.2436,266,Miss,other
sample_0032,red sphere,"[357, 293, 18, 12]","[357.3811721801758, 294.7275924682617, 17.670363187789917, 18.886828422546387]",0.6155,1.77,105.3621,216,Good,red sphere
sample_0032,green sphere,"[227, 301, 19, 13]","[275.4937171936035, 377.5063133239746, 23.84690761566162, 25.40258824825287]",0.0,90.58,89.7581,247,Miss,other
sample_0032,blue sphere,"[426, 347, 22, 17]","[426.34593963623047, 347.7607727050781, 22.11723804473877, 22.91705310344696]",0.7213,0.84,107.8871,374,Good,blue sphere
sample_0032,yellow sphere,"[275, 377, 23, 21]","[275.53104400634766, 377.4634552001953, 23.785815238952637, 25.370473265647888]",0.7918,0.7,89.2913,483,Good,yellow sphere
sample_0032,black sphere,"[320, 396, 24, 23]","[426.3727569580078, 347.78340339660645, 22.03789472579956, 22.897716164588928]",0.0,116.79,78.9902,552,Miss,other
sample_0032,pink sphere,"[328, 301, 19, 13]","[426.28662109375, 347.7560806274414, 22.037203311920166, 22.85728633403778]",0.0,108.84,88.7218,247,Miss,other
sample_0033,red sphere,"[454, 381, 23, 21]","[453.84037017822266, 383.1566905975342, 25.019378662109375, 26.175811886787415]",0.7375,2.16,108.7522,483,Good,red sphere
sample_0033,green sphere,"[338, 359, 22, 19]","[338.7100601196289, 360.4166793823242, 22.645268440246582, 23.77362370491028]",0.7525,1.58,106.6107,418,Good,green sphere
sample_0033,blue sphere,"[382, 305, 18, 14]","[382.14160919189453, 305.7710266113281, 19.406524896621704, 19.35270845890045]",0.671,0.78,102.5485,252,Good,blue sphere
sample_0033,yellow sphere,"[260, 310, 19, 14]","[260.31660079956055, 310.2575397491455, 19.948052167892456, 19.895251393318176]",0.6702,0.41,78.4129,266,Good,yellow sphere
sample_0033,black sphere,"[234, 365, 22, 20]","[234.39464569091797, 365.2507781982422, 23.222455978393555, 24.080411195755005]",0.7868,0.47,57.1645,440,Good,black sphere
sample_0033,pink sphere,"[325, 310, 19, 14]","[453.82362365722656, 383.20838928222656, 25.009522438049316, 26.13202393054962]",0.0,148.17,86.5404,266,Miss,other
sample_0034,red sphere,"[315, 283, 17, 11]","[210.41330337524414, 315.3105640411377, 20.245206356048584, 20.168851017951965]",0.0,109.46,95.5593,187,Miss,other
sample_0034,green sphere,"[245, 305, 19, 13]","[245.10746002197266, 306.7360210418701, 19.057681560516357, 18.860169053077698]",0.6824,1.74,88.5752,247,Good,green sphere
sample_0034,blue sphere,"[418, 290, 18, 12]","[417.87933349609375, 290.3271961212158, 18.22188973426819, 18.275665640830994]",0.648,0.35,101.778,216,Good,blue sphere
sample_0034,yellow sphere,"[412, 336, 21, 16]","[412.83016204833984, 336.77544593811035, 20.902397632598877, 20.851687788963318]",0.7156,1.14,95.9086,336,Good,yellow sphere
sample_0034,black sphere,"[319, 353, 22, 18]",,0.0,99999,77.4647,396,Miss,other
sample_0034,pink sphere,"[210, 315, 19, 14]","[210.4073715209961, 315.3266143798828, 20.2056884765625, 20.101829767227173]",0.6549,0.52,81.4402,266,Good,pink sphere
sample_0035,red sphere,"[210, 318, 20, 14]","[210.35322189331055, 319.3886089324951, 19.986181259155273, 20.136730670928955]",0.6747,1.43,88.7237,280,Good,red sphere
sample_0035,green sphere,"[370, 280, 17, 10]","[370.3211975097656, 280.795841217041, 17.641568183898926, 17.141323685646057]",0.5621,0.86,100.9806,170,Good,green sphere
sample_0035,blue sphere,"[316, 294, 18, 12]","[316.2114715576172, 294.59601402282715, 17.98221707344055, 18.640184998512268]",0.6315,0.63,95.4234,216,Good,blue sphere
sample_0035,yellow sphere,"[296, 311, 19, 13]","[296.65815353393555, 312.1606636047363, 18.97944688796997, 19.55795466899872]",0.6273,1.33,87.7338,247,Good,yellow sphere
sample_0035,black sphere,"[259, 280, 17, 11]",,0.0,99999,62.3465,187,Miss,other
sample_0035,pink sphere,"[349, 333, 20, 16]","[210.3601837158203, 319.40388679504395, 19.964338541030884, 20.072604417800903]",0.0,139.3,92.501,320,Miss,other
sample_0036,red sphere,"[285, 339, 21, 17]","[439.4165802001953, 388.62874031066895, 25.597524642944336, 26.934862732887268]",0.0,162.2,93.4594,357,Miss,other
sample_0036,green sphere,"[301, 318, 19, 15]","[216.6010856628418, 322.81371116638184, 20.858566761016846, 20.555620193481445]",0.0,84.54,94.0458,285,Miss,other
sample_0036,blue sphere,"[375, 289, 18, 12]","[439.41577911376953, 388.67374420166016, 25.65380334854126, 26.92587375640869]",0.0,118.68,105.453,216,Miss,other
sample_0036,yellow sphere,"[216, 322, 20, 15]","[216.64573669433594, 322.7478504180908, 20.932343006134033, 20.60312569141388]",0.6851,0.99,81.3439,300,Good,yellow sphere
sample_0036,black sphere,"[307, 279, 17, 10]",,0.0,99999,49.4649,170,Miss,other
sample_0036,pink sphere,"[439, 388, 24, 21]","[439.43572998046875, 388.6666774749756, 25.657923221588135, 26.864331364631653]",0.7312,0.8,95.5861,504,Good,pink sphere
sample_0037,red sphere,"[234, 287, 17, 11]","[234.2220115661621, 288.696813583374, 17.68532156944275, 16.944068670272827]",0.624,1.71,90.1347,187,Good,red sphere
sample_0037,green sphere,"[303, 349, 21, 18]","[303.7274932861328, 349.8758125305176, 21.772701740264893, 22.95409083366394]",0.735,1.14,95.0156,378,Good,green sphere
sample_0037,blue sphere,"[387, 325, 20, 15]","[387.2827911376953, 325.7470893859863, 20.148658752441406, 20.7014000415802]",0.7064,0.8,104.1056,300,Good,blue sphere
sample_0037,yellow sphere,"[402, 283, 17, 11]","[402.14550018310547, 283.0549907684326, 17.344224452972412, 17.969448566436768]",0.6,0.16,92.6741,187,Good,yellow sphere
sample_0037,black sphere,"[244, 364, 22, 19]",,0.0,99999,57.0251,418,Miss,other
sample_0037,pink sphere,"[268, 291, 18, 12]","[234.24055099487305, 288.7178134918213, 17.686792612075806, 16.909990310668945]",0.0,33.84,78.9577,216,Miss,other
sample_0038,red sphere,"[233, 339, 21, 16]","[230.04470825195312, 401.21363639831543, 25.822250843048096, 27.914215922355652]",0.0,62.28,85.7091,336,Miss,other
sample_0038,green sphere,"[209, 329, 20, 16]","[351.74938201904297, 302.6162910461426, 18.70285391807556, 19.08877193927765]",0.0,145.17,86.1097,320,Miss,other
sample_0038,blue sphere,"[347, 355, 22, 18]","[347.3356628417969, 355.7417964935303, 21.96871280670166, 23.033055067062378]",0.7606,0.81,104.2567,396,Good,blue sphere
sample_0038,yellow sphere,"[351, 302, 19, 13]","[351.76876068115234, 302.5711154937744, 18.78757119178772, 19.171358942985535]",0.6342,0.96,93.1595,247,Good,yellow sphere
sample_0038,black sphere,"[206, 312, 19, 14]",,0.0,99999,63.4002,266,Miss,other
sample_0038,pink sphere,"[230, 401, 24, 23]","[229.99099731445312, 401.2094306945801, 25.86097240447998, 27.918494939804077]",0.7645,0.21,92.6207,552,Good,pink sphere
sample_0039,red sphere,"[341, 283, 18, 11]","[454.2401885986328, 365.3060817718506, 23.958795070648193, 23.958367109298706]",0.0,139.99,105.9744,198,Miss,other
sample_0039,green sphere,"[240, 324, 20, 15]","[454.27032470703125, 365.2387046813965, 24.032893180847168, 23.96416962146759]",0.0,218.2,85.6761,300,Miss,other
sample_0039,blue sphere,"[213, 400, 25, 23]","[213.34218978881836, 401.22459411621094, 25.783731937408447, 27.84193754196167]",0.801,1.27,95.9721,575,Good,blue sphere
sample_0039,yellow sphere,"[454, 365, 23, 19]","[454.2948913574219, 365.22205352783203, 24.052703380584717, 23.95237684249878]",0.7585,0.37,96.3065,437,Good,yellow sphere
sample_0039,black sphere,"[333, 342, 21, 17]","[213.35710525512695, 401.22711181640625, 25.686588287353516, 27.817502617836]",0.0,133.5,87.4458,357,Miss,other
sample_0039,pink sphere,"[225, 304, 19, 13]","[454.2239761352539, 365.3150939941406, 24.018588066101074, 23.9466655254364]",0.0,237.28,81.9126,247,Miss,other
sample_0040,red sphere,"[412, 293, 18, 12]","[412.2743606567383, 294.2144966125488, 17.815788984298706, 18.07166576385498]",0.6484,1.25,103.8797,216,Good,red sphere
sample_0040,green sphere,"[326, 375, 23, 21]","[442.1773147583008, 336.67224884033203, 21.686391830444336, 21.147796511650085]",0.0,122.34,99.8207,483,Miss,other
sample_0040,blue sphere,"[326, 278, 16, 11]","[326.2665557861328, 278.8341808319092, 17.86381244659424, 17.26760745048523]",0.5706,0.88,95.0243,176,Good,blue sphere
sample_0040,yellow sphere,"[442, 336, 21, 16]","[442.19215393066406, 336.6313362121582, 21.739914417266846, 21.14417016506195]",0.731,0.66,94.8477,336,Good,yellow sphere
sample_0040,black sphere,"[237, 297, 18, 13]",,0.0,99999,58.8758,234,Miss,other
sample_0040,pink sphere,"[318, 344, 21, 17]","[412.27699279785156, 294.221248626709, 17.845457792282104, 17.995494604110718]",0.0,106.61,90.2943,357,Miss,other
sample_0041,red sphere,"[241, 358, 22, 19]","[241.2255096435547, 360.0069522857666, 21.817476749420166, 23.634268641471863]",0.7898,2.02,93.2372,418,Good,red sphere
sample_0041,green sphere,"[369, 288, 18, 11]","[369.27867889404297, 289.31121826171875, 17.77094602584839, 18.04344892501831]",0.596,1.34,107.7736,198,Good,green sphere
sample_0041,blue sphere,"[273, 317, 19, 14]","[273.8885498046875, 317.19820976257324, 19.974393844604492, 20.091199278831482]",0.6399,0.91,84.3767,266,Good,blue sphere
sample_0041,yellow sphere,"[340, 316, 19, 14]","[340.4664993286133, 316.4421272277832, 19.255958795547485, 19.477622509002686]",0.6879,0.64,92.1713,266,Good,yellow sphere
sample_0041,black sphere,"[305, 366, 23, 20]",,0.0,99999,71.631,460,Miss,other
sample_0041,pink sphere,"[336, 392, 24, 22]","[241.2083625793457, 360.03602027893066, 21.808903217315674, 23.606761693954468]",0.0,100.04,94.055,528,Miss,other
sample_0042,red sphere,"[313, 286, 17, 11]","[285.66986083984375, 304.85655784606934, 18.406178951263428, 19.026288986206055]",0.0,33.2,94.3467,187,Miss,other
sample_0042,green sphere,"[218, 376, 23, 21]","[218.31476211547852, 377.5419044494629, 23.750507831573486, 25.82139551639557]",0.7876,1.57,93.4806,483,Good,green sphere
sample_0042,blue sphere,"[226, 402, 25, 24]","[225.94610214233398, 402.45317459106445, 25.43341636657715, 27.690369486808777]",0.852,0.46,95.2179,600,Good,blue sphere
sample_0042,yellow sphere,"[243, 360, 22, 18]","[243.84222030639648, 360.2889633178711, 22.59180784225464, 23.649548292160034]",0.7097,0.89,89.2136,396,Good,yellow sphere
sample_0042,black sphere,"[363, 314, 20, 14]",,0.0,99999,89.4278,280,Miss,other
sample_0042,pink sphere,"[285, 304, 19, 13]","[285.64870834350586, 304.90270614624023, 18.421213626861572, 19.004690051078796]",0.6481,1.11,78.1517,247,Good,pink sphere
sample_0043,red sphere,"[425, 331, 21, 15]","[251.3449478149414, 288.07193756103516, 17.948105335235596, 18.17721962928772]",0.0,178.88,111.411,315,Miss,other
sample_0043,green sphere,"[223, 377, 23, 21]","[223.71299743652344, 378.1010341644287, 23.64229679107666, 25.756899118423462]",0.7693,1.31,93.5254,483,Good,green sphere
sample_0043,blue sphere,"[449, 371, 22, 20]","[449.21302795410156, 372.4255657196045, 24.17322874069214, 25.428260564804077]",0.7158,1.44,105.3352,440,Good,blue sphere
sample_0043,yellow sphere,"[388, 289, 17, 12]","[223.7073516845703, 378.09067726135254, 23.579001426696777, 25.713964104652405]",0.0,186.89,94.0711,204,Miss,other
sample_0043,black sphere,"[393, 351, 21, 17]","[449.2463684082031, 372.44848251342773, 24.045865535736084, 25.356414914131165]",0.0,60.2,81.8438,357,Miss,other
sample_0043,pink sphere,"[251, 288, 18, 12]","[251.3290023803711, 288.1241226196289, 17.967609167099, 18.167567253112793]",0.6409,0.35,80.1056,216,Good,pink sphere
sample_0044,red sphere,"[264, 294, 18, 12]","[264.30349349975586, 295.3622245788574, 17.97256588935852, 18.250381350517273]",0.6395,1.4,86.5727,216,Good,red sphere
sample_0044,green sphere,"[326, 362, 22, 19]","[326.6398620605469, 362.95140266418457, 22.31825590133667, 24.38780128955841]",0.7388,1.15,100.0191,418,Good,green sphere
sample_0044,blue sphere,"[434, 344, 21, 17]","[434.3483352661133, 345.28913497924805, 22.033774852752686, 21.927654147148132]",0.7389,1.34,108.1658,357,Good,blue sphere
sample_0044,yellow sphere,"[294, 391, 24, 22]","[294.4856262207031, 391.57527923583984, 23.664679527282715, 26.953949332237244]",0.7875,0.75,88.6445,528,Good,yellow sphere
sample_0044,black sphere,"[294, 364, 22, 19]","[294.2008590698242, 364.1976070404053, 22.820405960083008, 23.57363998889923]",0.777,0.28,66.8522,418,Good,black sphere
sample_0044,pink sphere,"[424, 302, 18, 13]","[424.24400329589844, 302.60541915893555, 19.673017263412476, 18.979749083518982]",0.6267,0.65,94.1067,234,Good,pink sphere
sample_0045,red sphere,"[285, 317, 20, 14]","[285.28209686279297, 318.1485843658447, 19.747482538223267, 20.20165264606476]",0.6778,1.18,91.6036,280,Good,red sphere
sample_0045,green sphere,"[304, 379, 23, 21]","[303.8075828552246, 380.16377449035645, 23.45637559890747, 25.982240438461304]",0.7925,1.18,96.0763,483,Good,green sphere
sample_0045,blue sphere,"[378, 279, 17, 10]","[377.8995895385742, 279.62940216064453, 16.848801374435425, 17.088927626609802]",0.5808,0.64,100.2762,170,Good,blue sphere
sample_0045,yellow sphere,"[272, 343, 21, 17]","[272.03678131103516, 343.13916206359863, 21.113615036010742, 22.021236419677734]",0.7678,0.14,87.7155,357,Good,yellow sphere
sample_0045,black sphere,"[330, 347, 21, 18]",,0.0,99999,81.9704,378,Miss,other
sample_0045,pink sphere,"[417, 303, 18, 13]","[285.2915573120117, 318.1885528564453, 19.722895622253418, 20.120607018470764]",0.0,132.58,93.8933,234,Miss,other
sample_0046,red sphere,"[418, 373, 23, 20]","[295.6164360046387, 380.99218368530273, 24.615192413330078, 25.851861834526062]",0.0,122.64,106.4001,460,Miss,other
sample_0046,green sphere,"[399, 352, 22, 18]","[344.3255615234375, 342.76150703430176, 21.337416172027588, 22.55883514881134]",0.0,55.45,104.4025,396,Miss,other
sample_0046,blue sphere,"[396, 310, 19, 13]","[295.60232162475586, 381.01449966430664, 24.6482253074646, 25.79120635986328]",0.0,122.97,108.1321,247,Miss,other
sample_0046,yellow sphere,"[344, 342, 21, 17]","[344.3344497680664, 342.7393913269043, 21.285400390625, 22.605355381965637]",0.7302,0.81,93.6342,357,Good,yellow sphere
sample_0046,black sphere,"[421, 280, 17, 11]",,0.0,99999,83.7499,187,Miss,other
sample_0046,pink sphere,"[296, 380, 23, 21]","[295.6125259399414, 381.01733207702637, 24.65494394302368, 25.81516921520233]",0.7589,1.09,90.1073,483,Good,pink sphere
sample_0047,red sphere,"[251, 305, 18, 13]","[421.49993896484375, 399.25068855285645, 25.70296049118042, 27.849603295326233]",0.0,194.82,87.3155,234,Miss,other
sample_0047,green sphere,"[298, 364, 22, 19]","[211.71478271484375, 300.0644874572754, 18.86687159538269, 18.643775582313538]",0.0,107.39,96.4486,418,Miss,other
sample_0047,blue sphere,"[375, 399, 24, 23]","[375.34488677978516, 400.01461029052734, 25.662391185760498, 27.56735622882843]",0.7803,1.07,104.9732,552,Good,blue sphere
sample_0047,yellow sphere,"[212, 299, 19, 13]","[211.75592422485352, 300.0431156158447, 18.876068592071533, 18.60447406768799]",0.6843,1.07,82.2162,247,Good,yellow sphere
sample_0047,black sphere,"[306, 294, 18, 12]",,0.0,99999,58.2637,216,Miss,other
sample_0047,pink sphere,"[421, 399, 25, 23]","[421.4698028564453, 399.2547798156738, 25.751068592071533, 27.846972942352295]",0.7964,0.53,94.5244,575,Good,pink sphere
sample_0048,red sphere,"[385, 312, 19, 13]","[204.30011749267578, 392.64538764953613, 25.454788208007812, 26.86226785182953]",0.0,197.88,108.6412,247,Miss,other
sample_0048,green sphere,"[264, 294, 18, 12]","[204.3471908569336, 392.612829208374, 25.579650402069092, 26.913530230522156]",0.0,115.25,86.1957,216,Miss,other
sample_0048,blue sphere,"[353, 365, 23, 19]","[204.26494598388672, 392.6521682739258, 25.626590251922607, 26.91746413707733]",0.0,151.28,106.6207,437,Miss,other
sample_0048,yellow sphere,"[204, 392, 24, 22]","[204.3706512451172, 392.5536346435547, 25.60340166091919, 26.920427083969116]",0.766,0.67,91.4776,528,Good,yellow sphere
sample_0048,black sphere,"[247, 278, 17, 11]",,0.0,99999,65.38,187,Miss,other
sample_0048,pink sphere,"[306, 283, 17, 11]","[204.27677154541016, 392.6444435119629, 25.52553653717041, 26.856456398963928]",0.0,149.56,84.8441,187,Miss,other
sample_0049,red sphere,"[418, 350, 21, 17]","[178.84414672851562, 391.85583114624023, 26.12433910369873, 26.99000358581543]",0.0,242.79,107.0492,357,Miss,other
sample_0049,green sphere,"[254, 332, 21, 16]","[254.8148536682129, 333.0830669403076, 20.76080322265625, 22.15545415878296]",0.676,1.36,86.2467,336,Good,green sphere
sample_0049,blue sphere,"[343, 334, 20, 16]","[178.84654998779297, 391.8639850616455, 26.172199249267578, 26.962321400642395]",0.0,174.05,102.1021,320,Miss,other
sample_0049,yellow sphere,"[263, 365, 22, 19]","[263.07125091552734, 365.95813751220703, 22.52246379852295, 24.62167203426361]",0.7538,0.96,90.5527,418,Good,yellow sphere
sample_0049,black sphere,"[297, 277, 17, 11]",,0.0,99999,58.4711,187,Miss,other
sample_0049,pink sphere,"[179, 392, 24, 22]","[178.82757186889648, 391.8487358093262, 26.131091117858887, 26.99818253517151]",0.7484,0.23,88.4471,528,Good,pink sphere
sample_0050,red sphere,"[346, 398, 24, 23]","[346.25858306884766, 399.2541790008545, 24.717860221862793, 27.86765992641449]",0.8014,1.28,106.4809,552,Good,red sphere
sample_0050,green sphere,"[386, 281, 17, 11]","[240.6736946105957, 391.3638210296631, 24.888854026794434, 26.331101059913635]",0.0,182.48,105.4097,187,Miss,other
sample_0050,blue sphere,"[240, 390, 24, 22]","[240.62541961669922, 391.3432502746582, 25.024662017822266, 26.399338245391846]",0.7925,1.48,97.3149,528,Good,blue sphere
sample_0050,yellow sphere,"[264, 331, 20, 16]","[264.2442321777344, 331.67518615722656, 20.6689715385437, 21.033641695976257]",0.7361,0.72,85.8655,320,Good,yellow sphere
sample_0050,black sphere,"[223, 300, 19, 13]","[222.75146484375, 300.7936763763428, 18.8274347782135, 18.832815885543823]",0.676,0.83,65.3917,247,Good,black sphere
sample_0050,pink sphere,"[422, 314, 19, 14]","[240.58061599731445, 391.37672424316406, 24.91506814956665, 26.376509070396423]",0.0,197.23,93.9422,266,Miss,other
sample_0051,red sphere,"[378, 390, 25, 22]","[378.7059020996094, 390.89012145996094, 24.61186408996582, 26.711248755455017]",0.7829,1.14,106.5982,550,Good,red sphere
sample_0051,green sphere,"[322, 278, 17, 11]","[341.85401916503906, 367.6809883117676, 22.55417823791504, 24.603450894355774]",0.0,91.85,93.7277,187,Miss,other
sample_0051,blue sphere,"[367, 287, 17, 11]","[366.8184280395508, 287.2665023803711, 17.99707055091858, 18.037455081939697]",0.5761,0.32,99.8518,187,Good,blue sphere
sample_0051,yellow sphere,"[342, 367, 23, 19]","[341.86107635498047, 367.64445304870605, 22.482452392578125, 24.62319552898407]",0.7582,0.66,93.8103,437,Good,yellow sphere
sample_0051,black sphere,"[264, 291, 17, 12]",,0.0,99999,51.0934,204,Miss,other
sample_0051,pink sphere,"[227, 317, 19, 14]","[378.6777877807617, 390.90660095214844, 24.6470308303833, 26.66236102581024]",0.0,168.73,80.8366,266,Miss,other
sample_0052,red sphere,"[427, 352, 22, 18]","[427.2532272338867, 353.6056709289551, 22.018415927886963, 22.972383499145508]",0.7675,1.63,108.7464,396,Good,red sphere
sample_0052,green sphere,"[377, 338, 21, 16]","[377.01011657714844, 339.22130584716797, 21.22769594192505, 21.609225869178772]",0.7325,1.22,105.3734,336,Good,green sphere
sample_0052,blue sphere,"[357, 306, 19, 13]","[357.64095306396484, 306.5732002258301, 19.61174488067627, 19.086188077926636]",0.6408,0.86,102.0922,247,Good,blue sphere
sample_0052,yellow sphere,"[312, 287, 17, 12]","[312.9347038269043, 287.2994613647461, 17.724220752716064, 18.138327598571777]",0.6003,0.98,84.5485,204,Good,yellow sphere
sample_0052,black sphere,"[283, 282, 18, 12]",,0.0,99999,60.6743,216,Miss,other
sample_0052,pink sphere,"[371, 279, 17, 11]","[427.23533630371094, 353.6384582519531, 21.943373680114746, 22.93454110622406]",0.0,93.45,91.5274,187,Miss,other
sample_0053,red sphere,"[259, 390, 24, 22]","[259.4739532470703, 391.61999702453613, 24.464666843414307, 26.866959929466248]",0.7888,1.69,97.5168,528,Good,red sphere
sample_0053,green sphere,"[316, 335, 21, 16]","[324.52930450439453, 387.17602729797363, 23.90754461288452, 25.887465476989746]",0.0,52.87,95.9706,336,Miss,other
sample_0053,blue sphere,"[345, 301, 19, 13]","[345.85693359375, 301.9570255279541, 18.73206615447998, 18.802297711372375]",0.6413,1.28,105.2594,247,Good,blue sphere
sample_0053,yellow sphere,"[324, 387, 24, 22]","[324.49134826660156, 387.12158203125, 23.857405185699463, 25.905831456184387]",0.8179,0.51,90.1621,528,Good,yellow sphere
sample_0053,black sphere,"[345, 327, 20, 15]",,0.0,99999,76.9576,300,Miss,other
sample_0053,pink sphere,"[255, 277, 17, 10]","[259.4541931152344, 391.6157341003418, 24.443213939666748, 26.819263100624084]",0.0,114.7,79.4192,170,Miss,other
sample_0054,red sphere,"[398, 375, 23, 20]","[429.03194427490234, 363.24488639831543, 23.180065155029297, 24.087620973587036]",0.0,33.18,105.364,460,Miss,other
sample_0054,green sphere,"[327, 345, 21, 17]","[186.6525650024414, 372.6367664337158, 24.638395309448242, 24.82125699520111]",0.0,143.04,98.463,357,Miss,other
sample_0054,blue sphere,"[217, 328, 20, 15]","[217.61186599731445, 328.6257076263428, 21.1535906791687, 21.394625902175903]",0.6609,0.88,85.5456,300,Good,blue sphere
sample_0054,yellow sphere,"[187, 372, 23, 20]","[186.69857025146484, 372.5731945037842, 24.661450386047363, 24.798776507377625]",0.7522,0.65,81.6002,460,Good,yellow sphere
sample_0054,black sphere,"[350, 394, 24, 22]",,0.0,99999,85.081,528,Miss,other
sample_0054,pink sphere,"[429, 363, 22, 19]","[429.00821685791016, 363.2714366912842, 23.206112384796143, 24.05069410800934]",0.7489,0.27,95.7319,418,Good,pink sphere
sample_0055,red sphere,"[271, 289, 17, 12]","[190.92973709106445, 384.23415184020996, 25.73239803314209, 26.442160606384277]",0.0,124.42,86.1003,204,Miss,other
sample_0055,green sphere,"[414, 339, 21, 17]","[414.2460632324219, 340.23937225341797, 21.389377117156982, 21.635327339172363]",0.7681,1.26,110.6243,357,Good,green sphere
sample_0055,blue sphere,"[296, 401, 25, 23]","[295.7102394104004, 402.08335876464844, 25.20348072052002, 28.400389552116394]",0.7925,1.12,97.1246,575,Good,blue sphere
sample_0055,yellow sphere,"[257, 308, 18, 14]","[414.22943115234375, 340.2437210083008, 21.317453384399414, 21.523695588111877]",0.0,160.5,80.0626,252,Miss,other
sample_0055,black sphere,"[318, 337, 20, 16]",,0.0,99999,66.1437,320,Miss,other
sample_0055,pink sphere,"[191, 384, 24, 22]","[190.92937469482422, 384.26745414733887, 25.79162836074829, 26.39707624912262]",0.7755,0.28,88.9256,528,Good,pink sphere
sample_0056,red sphere,"[241, 283, 17, 11]","[242.15688705444336, 284.6916389465332, 17.656631469726562, 17.084752321243286]",0.5724,2.05,90.7895,187,Good,red sphere
sample_0056,green sphere,"[380, 396, 25, 23]","[380.7300567626953, 397.1169662475586, 24.619154930114746, 27.666197419166565]",0.7886,1.33,106.9254,575,Good,green sphere
sample_0056,blue sphere,"[347, 333, 21, 16]","[346.85546875, 333.7628173828125, 20.585198402404785, 21.013147830963135]",0.7499,0.78,103.9391,336,Good,blue sphere
sample_0056,yellow sphere,"[376, 337, 21, 16]","[376.14662170410156, 337.28081703186035, 20.937540531158447, 21.538792848587036]",0.7341,0.32,93.5112,336,Good,yellow sphere
