sample,color,gt_box,pred_box,IoU,center_err,contrast,bbox_pixel_area,failure_type,predicted_color
sample_0033,black sphere,"[381, 281, 17, 11]",,0.0,99999,82.7378,187,Miss,other
sample_0034,red sphere,"[260, 293, 17, 12]","[260.5687713623047, 293.85589599609375, 18.28479528427124, 18.788382411003113]",0.5938,1.03,86.5749,204,Good,red sphere
sample_0034,green sphere,"[305, 391, 25, 23]","[304.9872016906738, 391.9135093688965, 24.897820949554443, 26.93292260169983]",0.851,0.91,96.4992,575,Good,green sphere
sample_0034,blue sphere,"[253, 336, 20, 16]","[304.9736785888672, 391.9130802154541, 24.887542724609375, 26.87192738056183]",0.0,76.34,89.3707,320,Miss,other
sample_0034,yellow sphere,"[351, 280, 17, 11]","[304.99780654907227, 391.87671661376953, 24.757766723632812, 26.83324098587036]",0.0,120.97,92.0781,187,Miss,other
sample_0034,black sphere,"[241, 360, 23, 19]",,0.0,99999,62.5567,437,Miss,other
sample_0035,red sphere,"[384, 356, 22, 18]","[383.9549255371094, 357.504301071167, 22.898402214050293, 23.43218743801117]",0.738,1.5,105.5475,396,Good,red sphere
sample_0035,green sphere,"[379, 392, 24, 22]","[378.9830780029297, 393.5943603515625, 24.65848207473755, 27.34958052635193]",0.7829,1.59,101.2944,528,Good,green sphere
sample_0035,blue sphere,"[412, 332, 20, 16]","[412.3202896118164, 332.330846786499, 21.495368480682373, 21.22946798801422]",0.7012,0.46,104.0228,320,Good,blue sphere
sample_0035,yellow sphere,"[289, 329, 20, 15]","[289.5697021484375, 329.7287178039551, 19.98973846435547, 20.670912265777588]",0.6907,0.92,89.3447,300,Good,yellow sphere
sample_0035,black sphere,"[255, 304, 18, 13]","[255.2540397644043, 304.7434329986572, 19.24986720085144, 19.161769151687622]",0.6344,0.79,52.8229,234,Good,black sphere
sample_0036,red sphere,"[335, 286, 17, 12]","[335.4927062988281, 286.7644214630127, 17.41524577140808, 17.256279587745667]",0.6599,0.91,101.4605,204,Good,red sphere
sample_0036,green sphere,"[424, 288, 18, 11]","[424.2472457885742, 289.1375541687012, 17.871403694152832, 17.487462759017944]",0.6158,1.16,104.0142,198,Good,green sphere
sample_0036,blue sphere,"[318, 315, 19, 14]","[318.4113311767578, 315.8370780944824, 20.11430263519287, 19.855826497077942]",0.666,0.93,94.0023,266,Good,blue sphere
sample_0036,yellow sphere,"[381, 281, 17, 11]","[380.9757614135742, 281.83384895324707, 17.34480381011963, 17.028061151504517]",0.6332,0.83,94.1809,187,Good,yellow sphere
sample_0036,black sphere,"[266, 281, 17, 11]",,0.0,99999,60.869,187,Miss,other
sample_0037,red sphere,"[364, 319, 19, 14]","[364.4224166870117, 320.10890007019043, 19.68699812889099, 20.594501495361328]",0.6516,1.19,102.7813,266,Good,red sphere
sample_0037,green sphere,"[309, 304, 19, 13]","[330.82767486572266, 372.2340774536133, 22.672672271728516, 25.366677045822144]",0.0,71.64,94.8654,247,Miss,other
sample_0037,blue sphere,"[330, 371, 23, 20]","[330.78269958496094, 372.22689628601074, 22.790896892547607, 25.405556559562683]",0.7411,1.46,101.5403,460,Good,blue sphere
sample_0037,yellow sphere,"[305, 322, 20, 15]","[305.3464698791504, 322.824182510376, 19.547964334487915, 20.44979453086853]",0.7137,0.89,87.8934,300,Good,yellow sphere
sample_0037,black sphere,"[300, 289, 18, 12]",,0.0,99999,59.0515,216,Miss,other
sample_0038,red sphere,"[380, 283, 17, 11]","[380.48152923583984, 284.2259216308594, 17.758854627609253, 18.24990749359131]",0.5715,1.32,107.7762,187,Good,red sphere
sample_0038,green sphere,"[220, 347, 22, 17]","[220.34914016723633, 347.75593757629395, 22.141525745391846, 23.26643407344818]",0.7103,0.83,86.3217,374,Good,green sphere
sample_0038,blue sphere,"[378, 346, 21, 17]","[378.2516098022461, 347.02099800109863, 21.934399604797363, 22.378342151641846]",0.7273,1.05,105.8218,357,Good,blue sphere
sample_0038,yellow sphere,"[424, 316, 19, 14]","[423.94535064697266, 316.0521984100342, 20.043270587921143, 19.81980800628662]",0.6696,0.08,92.9222,266,Good,yellow sphere
sample_0038,black sphere,"[300, 299, 18, 13]",,0.0,99999,60.3377,234,Miss,other
sample_0039,red sphere,"[456, 393, 24, 22]","[456.1060333251953, 393.80212783813477, 25.929887294769287, 27.208372950553894]",0.7484,0.81,103.614,528,Good,red sphere
sample_0039,green sphere,"[301, 339, 21, 16]","[301.10363006591797, 340.07941246032715, 21.47897481918335, 21.851651072502136]",0.7159,1.08,95.0121,336,Good,green sphere
sample_0039,blue sphere,"[365, 356, 22, 18]","[365.69786071777344, 356.39994621276855, 22.715606689453125, 23.75311017036438]",0.7145,0.8,103.6495,396,Good,blue sphere
sample_0039,yellow sphere,"[391, 290, 18, 12]","[391.0163116455078, 290.17001152038574, 17.96181559562683, 17.96762466430664]",0.6669,0.17,93.3776,216,Good,yellow sphere
sample_0039,black sphere,"[357, 279, 17, 11]",,0.0,99999,84.7202,187,Miss,other
sample_0040,red sphere,"[374, 354, 22, 18]","[374.22901153564453, 355.1938819885254, 22.065250873565674, 23.65478754043579]",0.7469,1.22,105.4815,396,Good,red sphere
sample_0040,green sphere,"[334, 301, 18, 12]","[208.70481491088867, 320.1104164123535, 20.689926147460938, 20.45630693435669]",0.0,126.74,98.5669,216,Miss,other
sample_0040,blue sphere,"[443, 346, 21, 17]","[443.5090637207031, 346.70339584350586, 22.66103744506836, 23.018009662628174]",0.6844,0.87,105.6245,357,Good,blue sphere
sample_0040,yellow sphere,"[208, 319, 19, 15]","[208.72865676879883, 320.0408363342285, 20.678997039794922, 20.488062500953674]",0.6727,1.27,82.0861,285,Good,yellow sphere
sample_0040,black sphere,"[295, 400, 25, 23]","[443.56212615966797, 346.70482635498047, 22.60321617126465, 22.951866388320923]",0.0,157.83,73.3416,575,Miss,other
sample_0041,red sphere,"[362, 400, 24, 23]","[362.17601776123047, 401.348934173584, 25.035312175750732, 27.830856442451477]",0.7922,1.36,105.6941,552,Good,red sphere
sample_0041,green sphere,"[332, 297, 18, 12]","[332.63805389404297, 297.56558418273926, 18.529040813446045, 18.925160765647888]",0.5956,0.85,99.0462,216,Good,green sphere
sample_0041,blue sphere,"[209, 318, 20, 14]","[209.25775527954102, 318.72276306152344, 20.195930004119873, 20.832361578941345]",0.6567,0.77,88.1194,280,Good,blue sphere
sample_0041,yellow sphere,"[300, 322, 19, 15]","[300.94066619873047, 322.72653579711914, 20.020391941070557, 20.467109084129333]",0.6692,1.19,88.4417,285,Good,yellow sphere
sample_0041,black sphere,"[239, 353, 22, 18]","[209.27471160888672, 318.7342643737793, 20.090725421905518, 20.851603746414185]",0.0,45.36,57.5083,396,Miss,other
sample_0042,red sphere,"[384, 360, 22, 18]","[384.3592834472656, 360.85824966430664, 21.9791579246521, 24.280148148536682]",0.7206,0.93,103.5836,396,Good,red sphere
sample_0042,green sphere,"[404, 276, 17, 11]","[404.560546875, 277.13172912597656, 17.416929006576538, 16.64984107017517]",0.6232,1.26,109.0569,187,Good,green sphere
sample_0042,blue sphere,"[351, 306, 18, 13]","[351.3248825073242, 306.7390537261963, 19.949041604995728, 19.14422571659088]",0.6127,0.81,101.2993,234,Good,blue sphere
sample_0042,yellow sphere,"[356, 341, 21, 16]","[356.0569381713867, 341.2572956085205, 20.927207469940186, 21.76703453063965]",0.7319,0.26,91.08,336,Good,yellow sphere
sample_0042,black sphere,"[424, 307, 19, 13]",,0.0,99999,80.8433,247,Miss,other
sample_0043,red sphere,"[308, 278, 17, 11]","[308.0605125427246, 278.7750434875488, 17.678823471069336, 17.478851079940796]",0.6052,0.78,89.4756,187,Good,red sphere
sample_0043,green sphere,"[268, 344, 21, 17]","[268.260498046875, 344.74205017089844, 21.604275703430176, 22.490496039390564]",0.7347,0.79,92.615,357,Good,green sphere
sample_0043,blue sphere,"[194, 388, 24, 21]","[193.79169464111328, 388.6657905578613, 25.30787706375122, 27.164289951324463]",0.7331,0.7,95.2376,504,Good,blue sphere
sample_0043,yellow sphere,"[375, 344, 21, 16]","[375.55816650390625, 344.58412170410156, 21.22236728668213, 22.517260909080505]",0.678,0.81,92.8773,336,Good,yellow sphere
sample_0043,black sphere,"[411, 394, 24, 23]","[193.81280899047852, 388.6731433868408, 25.194621086120605, 27.127418518066406]",0.0,217.25,88.7627,552,Miss,other
sample_0044,red sphere,"[384, 332, 20, 16]","[384.01729583740234, 333.0550003051758, 20.610105991363525, 21.800758838653564]",0.7122,1.06,104.6615,320,Good,red sphere
sample_0044,green sphere,"[249, 310, 19, 13]","[249.18664932250977, 311.17183685302734, 19.488121271133423, 20.16626536846161]",0.6285,1.19,85.8712,247,Good,green sphere
sample_0044,blue sphere,"[211, 395, 24, 23]","[211.16952896118164, 396.040563583374, 25.994713306427002, 27.558100819587708]",0.7706,1.05,95.6498,552,Good,blue sphere
sample_0044,yellow sphere,"[314, 305, 18, 13]","[314.2446517944336, 305.7799530029297, 18.685230016708374, 19.21281337738037]",0.6518,0.82,90.5325,234,Good,yellow sphere
sample_0044,black sphere,"[231, 329, 20, 15]","[211.19861602783203, 396.0927486419678, 25.890438556671143, 27.503074407577515]",0.0,69.95,52.3649,300,Miss,other
sample_0045,red sphere,"[355, 306, 19, 14]","[231.20538711547852, 383.6100482940674, 24.07087802886963, 26.49847447872162]",0.0,146.11,104.5188,266,Miss,other
sample_0045,green sphere,"[249, 286, 18, 11]","[231.2363624572754, 383.61053466796875, 24.091098308563232, 26.4742648601532]",0.0,99.21,89.0492,198,Miss,other
sample_0045,blue sphere,"[231, 383, 24, 21]","[231.22697830200195, 383.6180305480957, 24.240763187408447, 26.525139212608337]",0.7776,0.66,95.2538,504,Good,blue sphere
sample_0045,yellow sphere,"[319, 333, 20, 16]","[319.4125556945801, 333.4097671508789, 20.589277744293213, 21.30383849143982]",0.7221,0.58,89.7263,320,Good,yellow sphere
sample_0045,black sphere,"[299, 301, 18, 13]","[231.24067306518555, 383.6375141143799, 24.13203477859497, 26.49459958076477]",0.0,106.87,56.4505,234,Miss,other
sample_0046,red sphere,"[403, 360, 22, 18]","[402.8754425048828, 361.0611820220947, 22.897887229919434, 23.523695468902588]",0.7352,1.07,104.3368,396,Good,red sphere
sample_0046,green sphere,"[409, 398, 25, 23]","[408.80741119384766, 398.9680767059326, 25.12173891067505, 27.699413895606995]",0.8184,0.99,103.181,575,Good,green sphere
sample_0046,blue sphere,"[276, 307, 19, 14]","[275.86816787719727, 307.52620697021484, 19.17232394218445, 19.210980534553528]",0.7192,0.54,84.5513,266,Good,blue sphere
sample_0046,yellow sphere,"[233, 320, 20, 14]","[233.26997756958008, 320.51719665527344, 19.784523248672485, 20.39377748966217]",0.672,0.58,79.6949,280,Good,yellow sphere
sample_0046,black sphere,"[259, 381, 23, 21]","[259.56592559814453, 381.3416862487793, 24.086337089538574, 25.866740942001343]",0.7739,0.66,69.2348,483,Good,black sphere
sample_0047,red sphere,"[351, 277, 17, 11]","[351.6225051879883, 277.72172927856445, 16.32612705230713, 17.287450432777405]",0.6026,0.95,105.8709,187,Good,red sphere
sample_0047,green sphere,"[451, 374, 23, 20]","[451.6381072998047, 374.8154067993164, 24.58531618118286, 25.140311121940613]",0.7442,1.04,105.6649,460,Good,green sphere
sample_0047,blue sphere,"[419, 353, 22, 18]","[419.1514205932617, 354.1431427001953, 22.16761589050293, 23.982415795326233]",0.7409,1.15,107.2072,396,Good,blue sphere
sample_0047,yellow sphere,"[382, 296, 18, 13]","[382.54425048828125, 296.5677738189697, 18.216755390167236, 18.732739090919495]",0.6582,0.79,95.3093,234,Good,yellow sphere
sample_0047,black sphere,"[422, 386, 24, 22]",,0.0,99999,85.5225,528,Miss,other
sample_0048,red sphere,"[375, 351, 21, 18]","[375.4077911376953, 351.9631576538086, 21.926932334899902, 22.948595881462097]",0.7512,1.05,104.2495,378,Good,red sphere
sample_0048,green sphere,"[425, 328, 20, 15]","[402.5916290283203, 279.6557807922363, 17.089862823486328, 17.14351773262024]",0.0,53.29,106.2381,300,Miss,other
sample_0048,blue sphere,"[203, 353, 22, 18]","[202.86252975463867, 353.5986042022705, 23.275272846221924, 23.490346670150757]",0.7243,0.61,85.9587,396,Good,blue sphere
sample_0048,yellow sphere,"[402, 279, 17, 11]","[402.5905990600586, 279.6503734588623, 17.00787663459778, 17.176067233085632]",0.6047,0.88,94.5954,187,Good,yellow sphere
sample_0048,black sphere,"[427, 349, 21, 17]","[202.86516189575195, 353.60249519348145, 23.236567974090576, 23.51729929447174]",0.0,224.18,80.3693,357,Miss,other
sample_0049,red sphere,"[395, 277, 16, 10]","[395.3578186035156, 277.72281646728516, 17.422807216644287, 17.301764488220215]",0.5308,0.81,95.2361,160,Good,red sphere
sample_0049,green sphere,"[281, 277, 17, 11]","[322.6508331298828, 356.5569305419922, 22.022502422332764, 23.502899408340454]",0.0,89.8,86.3243,187,Miss,other
sample_0049,blue sphere,"[288, 344, 21, 17]","[288.59106063842773, 344.87606048583984, 21.28779888153076, 22.463632822036743]",0.7192,1.06,95.0064,357,Good,blue sphere
sample_0049,yellow sphere,"[322, 356, 22, 18]","[322.6272201538086, 356.5163326263428, 21.952574253082275, 23.47344696521759]",0.7292,0.81,89.474,396,Good,yellow sphere
sample_0049,black sphere,"[360, 290, 18, 11]",,0.0,99999,84.9447,198,Miss,other
sample_0050,red sphere,"[196, 370, 23, 19]","[196.3545799255371, 371.610689163208, 24.01576519012451, 24.91489827632904]",0.7303,1.65,87.9319,437,Good,red sphere
sample_0050,green sphere,"[362, 298, 18, 12]","[362.6226806640625, 298.67048263549805, 18.483349084854126, 19.2301207780838]",0.5873,0.92,99.2681,216,Good,green sphere
sample_0050,blue sphere,"[284, 296, 18, 12]","[284.49527740478516, 296.36341094970703, 18.86750340461731, 18.49150836467743]",0.6157,0.61,83.4732,216,Good,blue sphere
sample_0050,yellow sphere,"[382, 278, 17, 11]","[381.9995880126953, 277.68330574035645, 16.639314889907837, 17.144413590431213]",0.6328,0.32,92.876,187,Good,yellow sphere
sample_0050,black sphere,"[297, 364, 23, 19]","[297.7077865600586, 364.33095932006836, 22.43032932281494, 23.887694478034973]",0.7539,0.78,73.2425,437,Good,black sphere
sample_0051,red sphere,"[229, 309, 19, 14]","[229.24335479736328, 309.8243236541748, 19.52478051185608, 18.819106221199036]",0.7239,0.86,88.0246,266,Good,red sphere
sample_0051,green sphere,"[364, 292, 17, 12]","[312.6635551452637, 399.0395736694336, 24.37788963317871, 27.83030927181244]",0.0,118.71,97.7806,204,Miss,other
sample_0051,blue sphere,"[261, 289, 18, 12]","[261.3800811767578, 289.3155097961426, 17.928040027618408, 17.78693675994873]",0.6515,0.49,86.0573,216,Good,blue sphere
sample_0051,yellow sphere,"[312, 398, 25, 23]","[312.66942977905273, 399.0039253234863, 24.302878379821777, 27.86545693874359]",0.7873,1.21,89.6423,575,Good,yellow sphere
sample_0051,black sphere,"[321, 319, 19, 14]",,0.0,99999,63.2617,266,Miss,other
sample_0052,red sphere,"[332, 324, 20, 15]","[241.95476531982422, 398.6334800720215, 25.283846855163574, 27.105347514152527]",0.0,116.95,105.5208,300,Miss,other
sample_0052,green sphere,"[242, 398, 25, 23]","[242.00159072875977, 398.6001777648926, 25.406603813171387, 27.21870481967926]",0.8315,0.6,97.6516,575,Good,green sphere
sample_0052,blue sphere,"[388, 344, 21, 17]","[241.9395637512207, 398.63536834716797, 25.4016375541687, 27.19775140285492]",0.0,155.94,100.6324,357,Miss,other
sample_0052,yellow sphere,"[400, 307, 18, 13]","[241.9991683959961, 398.5985469818115, 25.278911590576172, 27.127413153648376]",0.0,182.63,94.3357,234,Miss,other
sample_0052,black sphere,"[319, 341, 21, 16]",,0.0,99999,67.9201,336,Miss,other
sample_0053,red sphere,"[402, 276, 17, 11]","[246.72014236450195, 371.757173538208, 22.763352394104004, 24.62268054485321]",0.0,182.43,106.9326,187,Miss,other
sample_0053,green sphere,"[362, 320, 19, 15]","[246.77974700927734, 371.74449920654297, 22.79305934906006, 24.595311284065247]",0.0,126.31,104.3416,285,Miss,other
sample_0053,blue sphere,"[426, 363, 22, 19]","[246.74503326416016, 371.771764755249, 22.86912202835083, 24.685658812522888]",0.0,179.47,107.5526,418,Miss,other
sample_0053,yellow sphere,"[247, 371, 23, 20]","[246.77007675170898, 371.73720359802246, 22.74371862411499, 24.556996822357178]",0.8005,0.77,89.4716,460,Good,yellow sphere
sample_0053,black sphere,"[403, 319, 19, 14]",,0.0,99999,78.2575,266,Miss,other
sample_0054,red sphere,"[312, 308, 19, 13]","[311.74015045166016, 309.28367614746094, 18.550878763198853, 19.883054494857788]",0.6416,1.31,94.4028,247,Good,red sphere
sample_0054,green sphere,"[215, 305, 18, 13]","[215.1456069946289, 305.6657123565674, 19.991618394851685, 19.571126103401184]",0.5981,0.68,86.8677,234,Good,green sphere
sample_0054,blue sphere,"[324, 276, 17, 11]","[215.1017189025879, 305.6978988647461, 20.093536376953125, 19.53494668006897]",0.0,112.88,92.3204,187,Miss,other
sample_0054,yellow sphere,"[261, 347, 21, 17]","[261.5012741088867, 347.62813568115234, 21.82102680206299, 22.94034719467163]",0.7079,0.8,88.5666,357,Good,yellow sphere
sample_0054,black sphere,"[405, 367, 23, 20]",,0.0,99999,93.4708,460,Miss,other
sample_0055,red sphere,"[338, 344, 22, 17]","[338.1207275390625, 344.7458267211914, 21.227853298187256, 22.660188674926758]",0.7303,0.76,105.8616,374,Good,red sphere
sample_0055,green sphere,"[263, 340, 21, 16]","[263.62720489501953, 340.3846549987793, 21.798083782196045, 22.212116718292236]",0.6813,0.74,91.117,336,Good,green sphere
sample_0055,blue sphere,"[362, 364, 22, 19]","[362.4140167236328, 364.3257236480713, 23.252434730529785, 23.811239004135132]",0.755,0.53,103.4006,418,Good,blue sphere
sample_0055,yellow sphere,"[238, 283, 17, 11]","[238.1741714477539, 283.65941047668457, 17.56377100944519, 17.3045414686203]",0.6153,0.68,82.3453,187,Good,yellow sphere
sample_0055,black sphere,"[216, 347, 22, 17]",,0.0,99999,56.8397,374,Miss,other
sample_0056,red sphere,"[382, 375, 23, 20]","[382.3994827270508, 376.12049102783203, 23.611791133880615, 25.2957022190094]",0.7646,1.19,104.7874,460,Good,red sphere
sample_0056,green sphere,"[265, 333, 20, 16]","[265.2998733520508, 333.975305557251, 21.22102975845337, 21.668615341186523]",0.6959,1.02,91.3082,320,Good,green sphere
sample_0056,blue sphere,"[292, 315, 19, 14]","[292.358341217041, 315.37445068359375, 19.79317307472229, 20.209940671920776]",0.665,0.52,92.8162,266,Good,blue sphere
sample_0056,yellow sphere,"[351, 371, 23, 20]","[351.0315704345703, 371.6369819641113, 22.888333797454834, 24.541895985603333]",0.8117,0.64,93.4189,460,Good,yellow sphere
sample_0056,black sphere,"[376, 278, 17, 11]",,0.0,99999,89.9632,187,Miss,other
sample_0057,red sphere,"[259, 282, 17, 12]","[259.1179847717285, 282.7541255950928, 17.598795890808105, 17.562800645828247]",0.66,0.76,87.6262,204,Good,red sphere
sample_0057,green sphere,"[282, 371, 23, 20]","[281.8165588378906, 371.63320541381836, 23.011066913604736, 24.900405406951904]",0.7917,0.66,96.0608,460,Good,green sphere
sample_0057,blue sphere,"[425, 367, 22, 20]","[425.1508331298828, 367.52291679382324, 23.99637460708618, 24.592307209968567]",0.7456,0.54,104.0947,440,Good,blue sphere
sample_0057,yellow sphere,"[427, 302, 18, 13]","[427.3552703857422, 302.6487636566162, 19.54624652862549, 19.095118045806885]",0.6269,0.74,93.6951,234,Good,yellow sphere
sample_0057,black sphere,"[228, 385, 24, 22]","[228.12782287597656, 385.07789611816406, 24.026215076446533, 25.804749727249146]",0.8441,0.15,64.6531,528,Good,black sphere
sample_0058,red sphere,"[230, 308, 19, 13]","[230.11384963989258, 309.2435646057129, 19.60509419441223, 19.78371798992157]",0.6368,1.25,88.8649,247,Good,red sphere
sample_0058,green sphere,"[259, 299, 18, 13]","[320.5022430419922, 329.2528438568115, 20.180387496948242, 21.117984652519226]",0.0,68.54,85.753,234,Miss,other
sample_0058,blue sphere,"[245, 384, 24, 21]","[245.19729614257812, 384.6517753601074, 24.271397590637207, 26.579536199569702]",0.7777,0.68,96.2459,504,Good,blue sphere
sample_0058,yellow sphere,"[320, 329, 20, 16]","[320.4874801635742, 329.2118167877197, 20.06878137588501, 21.13972842693329]",0.7248,0.53,89.429,320,Good,yellow sphere
sample_0058,black sphere,"[241, 282, 17, 11]",,0.0,99999,63.3886,187,Miss,other
sample_0059,red sphere,"[303, 276, 17, 10]","[302.8333854675293, 276.89440727233887, 17.186144590377808, 17.35520303249359]",0.5661,0.91,88.9819,170,Good,red sphere
sample_0059,green sphere,"[355, 329, 20, 15]","[355.1010513305664, 330.2320861816406, 20.80132007598877, 21.094061136245728]",0.6837,1.24,101.1347,300,Good,green sphere
sample_0059,blue sphere,"[226, 280, 17, 11]","[226.12144470214844, 280.71850776672363, 18.012102842330933, 17.14281678199768]",0.6056,0.73,94.1367,187,Good,blue sphere
sample_0059,yellow sphere,"[375, 293, 18, 13]","[375.47794342041016, 293.84631156921387, 18.18893313407898, 18.11589539051056]",0.6847,0.97,95.053,234,Good,yellow sphere
sample_0059,black sphere,"[219, 395, 24, 22]","[218.63292694091797, 395.26702880859375, 25.021631717681885, 27.580214738845825]",0.7651,0.45,57.6044,528,Good,black sphere
sample_0060,red sphere,"[288, 291, 18, 12]","[434.71397399902344, 359.03738021850586, 22.916476726531982, 23.835455775260925]",0.0,161.72,84.956,216,Miss,other
sample_0060,green sphere,"[255, 284, 18, 11]","[434.7432327270508, 359.02281761169434, 22.92738676071167, 23.803471326828003]",0.0,194.77,89.3814,198,Miss,other
sample_0060,blue sphere,"[434, 358, 22, 19]","[434.7169494628906, 359.0111446380615, 23.099467754364014, 23.80643606185913]",0.75,1.24,108.691,418,Good,blue sphere
sample_0060,yellow sphere,"[338, 336, 20, 16]","[338.45001220703125, 336.33018493652344, 20.680887699127197, 21.454673409461975]",0.7144,0.56,92.4735,320,Good,yellow sphere
sample_0060,black sphere,"[323, 307, 18, 14]","[434.7496032714844, 359.0448474884033, 23.02295207977295, 23.813440203666687]",0.0,123.27,65.6281,252,Miss,other
sample_0061,red sphere,"[227, 299, 19, 13]","[227.71453857421875, 300.3395462036133, 18.748035430908203, 18.1463885307312]",0.6723,1.52,90.1974,247,Good,red sphere
sample_0061,green sphere,"[326, 284, 17, 11]","[326.3533401489258, 285.31688690185547, 17.821979522705078, 17.770289182662964]",0.5905,1.36,96.3838,187,Good,green sphere
sample_0061,blue sphere,"[325, 376, 23, 20]","[325.1279830932617, 376.3615322113037, 23.513734340667725, 25.535341501235962]",0.7661,0.38,98.3286,460,Good,blue sphere
sample_0061,yellow sphere,"[382, 315, 19, 14]","[381.60655975341797, 315.12293815612793, 19.75041627883911, 20.082643032073975]",0.6696,0.41,93.0421,266,Good,yellow sphere
sample_0061,black sphere,"[386, 368, 23, 19]",,0.0,99999,91.51,437,Miss,other
sample_0062,red sphere,"[445, 390, 24, 22]","[444.7569274902344, 390.9040832519531, 24.930343627929688, 26.59130036830902]",0.7965,0.94,105.5471,528,Good,red sphere
sample_0062,green sphere,"[303, 359, 22, 19]","[303.87451171875, 360.1428508758545, 22.535839080810547, 23.909595608711243]",0.7386,1.44,96.2493,418,Good,green sphere
sample_0062,blue sphere,"[424, 309, 18, 14]","[424.3916320800781, 309.20888900756836, 19.97893452644348, 20.041143894195557]",0.6294,0.44,97.4862,252,Good,blue sphere
sample_0062,yellow sphere,"[288, 300, 19, 12]","[287.89100646972656, 300.3175163269043, 18.163682222366333, 18.116660714149475]",0.6428,0.34,78.4671,228,Good,yellow sphere
sample_0062,black sphere,"[368, 360, 22, 19]","[424.403076171875, 309.21552658081055, 19.924848079681396, 20.02923309803009]",0.0,75.9,90.5216,418,Miss,other
sample_0063,red sphere,"[437, 337, 21, 16]","[437.59422302246094, 338.2785701751709, 21.58491849899292, 22.06536591053009]",0.6884,1.41,107.4899,336,Good,red sphere
sample_0063,green sphere,"[293, 315, 19, 14]","[229.84643936157227, 301.1044979095459, 18.822765350341797, 18.55941116809845]",0.0,64.66,93.2516,266,Miss,other
sample_0063,blue sphere,"[277, 335, 20, 16]","[277.342586517334, 335.18463134765625, 21.28685712814331, 21.88429892063141]",0.6869,0.39,91.0465,320,Good,blue sphere
sample_0063,yellow sphere,"[230, 301, 19, 13]","[229.85244750976562, 301.0776615142822, 18.792656660079956, 18.46898317337036]",0.6957,0.17,81.059,247,Good,yellow sphere
sample_0063,black sphere,"[372, 365, 23, 19]",,0.0,99999,91.3759,437,Miss,other
sample_0064,red sphere,"[318, 353, 22, 18]","[318.23314666748047, 353.8198184967041, 21.96972370147705, 23.278818726539612]",0.7589,0.85,98.2746,396,Good,red sphere
sample_0064,green sphere,"[347, 295, 18, 12]","[346.88838958740234, 295.4156970977783, 18.557655811309814, 18.270474672317505]",0.6371,0.43,98.7833,216,Good,green sphere
sample_0064,blue sphere,"[216, 349, 22, 17]","[216.21210098266602, 349.84436988830566, 22.33855962753296, 22.85725772380829]",0.73,0.87,86.4506,374,Good,blue sphere
sample_0064,yellow sphere,"[336, 330, 20, 16]","[336.31103515625, 330.7253837585449, 20.121467113494873, 21.220380663871765]",0.7332,0.79,90.5868,320,Good,yellow sphere
sample_0064,black sphere,"[369, 280, 17, 10]","[216.2323760986328, 349.87083435058594, 22.277562618255615, 22.904979586601257]",0.0,167.99,76.6689,170,Miss,other
sample_0065,red sphere,"[409, 381, 23, 21]","[409.62589263916016, 382.4253559112549, 24.205141067504883, 26.017600893974304]",0.7656,1.56,107.4021,483,Good,red sphere
sample_0065,green sphere,"[184, 379, 23, 20]","[183.8482666015625, 379.5435047149658, 25.175557136535645, 25.978446006774902]",0.7033,0.56,86.6769,460,Good,green sphere
sample_0065,blue sphere,"[381, 283, 17, 11]","[381.1984634399414, 283.11610221862793, 17.96107530593872, 17.935790419578552]",0.5805,0.23,101.0994,187,Good,blue sphere
sample_0065,yellow sphere,"[311, 279, 17, 11]","[183.85242462158203, 379.52839851379395, 25.09047508239746, 25.91928005218506]",0.0,162.09,84.0751,187,Miss,other
sample_0065,black sphere,"[229, 278, 16, 11]","[229.29716110229492, 278.66217613220215, 17.67259120941162, 17.12672531604767]",0.5815,0.73,44.3116,176,Good,black sphere
sample_0066,red sphere,"[371, 361, 22, 18]","[370.91747283935547, 362.11243629455566, 22.56765604019165, 23.83225679397583]",0.7363,1.12,103.156,396,Good,red sphere
sample_0066,green sphere,"[220, 296, 18, 12]","[220.6575584411621, 296.3374900817871, 18.87734889984131, 18.576654195785522]",0.6039,0.74,86.6573,216,Good,green sphere
sample_0066,blue sphere,"[307, 292, 18, 12]","[307.7338409423828, 292.2431945800781, 18.545364141464233, 18.52221429347992]",0.603,0.77,89.978,216,Good,blue sphere
sample_0066,yellow sphere,"[286, 319, 19, 15]","[285.93008041381836, 320.13218879699707, 19.717191457748413, 19.92238998413086]",0.7255,1.13,87.1419,285,Good,yellow sphere
sample_0066,black sphere,"[246, 352, 22, 18]","[246.26201629638672, 352.84815788269043, 21.96251153945923, 22.897149324417114]",0.7697,0.89,58.2724,396,Good,black sphere
sample_0067,red sphere,"[246, 321, 19, 15]","[356.4405059814453, 385.98607063293457, 23.444323539733887, 26.146357655525208]",0.0,128.14,85.8865,285,Miss,other
sample_0067,green sphere,"[327, 279, 17, 11]","[356.45408630371094, 385.94478607177734, 23.55422019958496, 26.21566951274872]",0.0,110.93,93.5942,187,Miss,other
sample_0067,blue sphere,"[262, 342, 21, 17]","[261.95587158203125, 343.1238555908203, 21.36563777923584, 22.013272047042847]",0.759,1.12,92.5365,357,Good,blue sphere
sample_0067,yellow sphere,"[356, 385, 24, 21]","[356.4866256713867, 385.93079566955566, 23.49003791809082, 26.164693236351013]",0.7751,1.05,94.2924,504,Good,yellow sphere
